region,month_name,total_sales
South,Mar,158410.0
Central,Sep,158087.0
South,Aug,135922.0
South,Jan,138632.0
East,Jun,186230.0
West,Jan,244828.0
South,Apr,122376.0
East,Apr,211741.0
East,Nov,208387.0
Central,Dec,179258.0
West,Oct,240626.0
Central,May,188826.0
Central,Jun,164203.0
East,Mar,205847.0
Central,Aug,163548.0
East,Oct,256775.0
Central,Oct,165967.0
South,Nov,129716.0
West,Jun,200775.0
Central,Apr,175121.0
South,Jul,100581.0
West,Jul,214944.0
West,Nov,221079.0
Central,Mar,206998.0
East,Jan,224258.0
West,Apr,220347.0
East,Sep,193635.0
East,Dec,240585.0
South,Jun,123582.0
East,Jul,187559.0
East,May,208534.0
South,Sep,136918.0
West,Aug,195648.0
South,Oct,156706.0
Central,Jul,172460.0
Central,Jan,175146.0
East,Aug,219841.0
Central,Nov,167587.0
South,Feb,155464.0
West,Mar,217458.0
Central,Feb,175756.0
South,Dec,145928.0
East,Feb,202900.0
South,May,156108.0
West,Dec,266476.0
West,Sep,188016.0
West,May,200941.0
West,Feb,159076.0
