category,month,total_sales,total_profit
Furniture,Sep,186544.0,31502.0
Furniture,Oct,169967.0,31261.0
Furniture,Mar,200177.0,36669.0
Office Supplies,Feb,452700.0,80942.0
Technology,Jul,164349.0,29078.0
Office Supplies,Dec,527919.0,93559.0
Furniture,Aug,164619.0,29320.0
Office Supplies,Jul,425507.0,77346.0
Office Supplies,Jun,403401.0,72918.0
Technology,Sep,132972.0,23988.0
Technology,Dec,182928.0,32020.0
Technology,Jun,198853.0,37149.0
Office Supplies,Jan,482837.0,86171.0
Technology,Aug,159769.0,27761.0
Technology,Oct,208201.0,34467.0
Technology,Jan,192719.0,36436.0
Office Supplies,Mar,487534.0,81545.0
Office Supplies,Aug,434139.0,78294.0
Office Supplies,Sep,424276.0,71673.0
Office Supplies,Oct,502113.0,87485.0
Furniture,Nov,159009.0,26722.0
Office Supplies,Nov,431931.0,73335.0
Technology,May,168329.0,28378.0
Furniture,Feb,128172.0,24340.0
Office Supplies,Apr,424088.0,74949.0
Furniture,Jan,157692.0,27963.0
Furniture,Jun,124580.0,22151.0
Technology,Nov,189952.0,33532.0
Technology,Mar,149271.0,26233.0
Technology,Feb,155104.0,25180.0
Furniture,Apr,183185.0,33283.0
Technology,Apr,179718.0,31037.0
Furniture,Dec,161301.0,29586.0
Office Supplies,May,480666.0,86317.0
Furniture,Jul,139734.0,25372.0
Furniture,May,164185.0,31356.0
