region,month_name,total_sales
South,Mar,188042.0
South,Jan,156376.0
East,Apr,256396.0
East,Nov,259610.0
Central,May,229635.0
East,Mar,241133.0
Central,Oct,200128.0
South,Nov,151169.0
Central,Apr,219471.0
South,Jul,127674.0
Central,Mar,244259.0
East,Jan,265751.0
West,Apr,251898.0
East,Sep,225794.0
South,Sep,165622.0
West,Aug,233569.0
Central,Nov,198664.0
South,Feb,180329.0
West,Mar,278833.0
South,Dec,190764.0
East,Feb,240459.0
West,Dec,305885.0
West,Sep,250789.0
Central,Sep,200078.0
South,Aug,168775.0
East,Jun,215616.0
West,Jan,307252.0
South,Apr,146409.0
Central,Dec,225127.0
West,Oct,287830.0
Central,Jun,206331.0
Central,Aug,188942.0
East,Oct,288824.0
West,Jun,249409.0
West,Jul,254228.0
West,Nov,260742.0
East,Dec,269782.0
South,Jun,158236.0
East,Jul,238023.0
East,May,242149.0
South,Oct,175640.0
Central,Jul,202243.0
Central,Jan,213429.0
East,Aug,261602.0
Central,Feb,205347.0
South,May,174679.0
West,May,247900.0
West,Feb,192185.0
