category,month,total_sales,total_profit
Furniture,Sep,167075.0,27311.0
Furniture,Oct,154949.0,28930.0
Furniture,Mar,187293.0,34532.0
Office Supplies,Feb,425739.0,76195.0
Technology,Jul,153748.0,27164.0
Office Supplies,Dec,499092.0,88407.0
Furniture,Aug,150177.0,27108.0
Office Supplies,Jul,392760.0,71587.0
Office Supplies,Jun,373691.0,67924.0
Technology,Sep,121724.0,21900.0
Technology,Dec,175792.0,30566.0
Technology,Jun,180243.0,32897.0
Office Supplies,Jan,452216.0,80101.0
Technology,Aug,152088.0,26280.0
Technology,Oct,189955.0,30797.0
Technology,Jan,168919.0,32214.0
Office Supplies,Mar,457169.0,75699.0
Office Supplies,Aug,409144.0,74038.0
Office Supplies,Sep,376612.0,64232.0
Office Supplies,Oct,455537.0,79782.0
Furniture,Nov,150049.0,25009.0
Office Supplies,Nov,392683.0,65561.0
Technology,May,149079.0,24717.0
Furniture,Feb,122114.0,23154.0
Office Supplies,Apr,389315.0,68677.0
Furniture,Jan,146096.0,26010.0
Furniture,Jun,112550.0,19611.0
Technology,Nov,180760.0,32298.0
Technology,Mar,139486.0,24208.0
Technology,Feb,142633.0,23739.0
Furniture,Apr,166623.0,30079.0
Technology,Apr,170168.0,29128.0
Furniture,Dec,146600.0,26040.0
Office Supplies,May,446533.0,80068.0
Furniture,Jul,123138.0,21976.0
Furniture,May,156387.0,30019.0
