region,month_name,total_sales
South,Mar,184444.0
South,Jan,153288.0
East,Apr,241694.0
East,Nov,247234.0
Central,May,221592.0
East,Mar,232551.0
Central,Oct,194447.0
South,Nov,144515.0
Central,Apr,203418.0
South,Jul,122716.0
Central,Mar,236804.0
East,Jan,247907.0
West,Apr,237520.0
East,Sep,219603.0
South,Sep,159786.0
West,Aug,222044.0
Central,Nov,193136.0
South,Feb,175108.0
West,Mar,261528.0
South,Dec,175931.0
East,Feb,230267.0
West,Dec,298667.0
West,Sep,244283.0
Central,Sep,182949.0
South,Aug,165002.0
East,Jun,209563.0
West,Jan,286635.0
South,Apr,141329.0
Central,Dec,220818.0
West,Oct,278421.0
Central,Jun,194772.0
Central,Aug,184100.0
East,Oct,280206.0
West,Jun,235509.0
West,Jul,242226.0
West,Nov,254004.0
East,Dec,258841.0
South,Jun,150347.0
East,Jul,215090.0
East,May,235643.0
South,Oct,171440.0
Central,Jul,195728.0
Central,Jan,195812.0
East,Aug,253490.0
Central,Feb,198195.0
South,May,169390.0
West,May,236901.0
West,Feb,185065.0
