region,month_name,total_sales
South,Mar,184499.0
South,Jan,153394.0
East,Apr,241950.0
East,Nov,247472.0
Central,May,221880.0
East,Mar,235263.0
Central,Oct,195089.0
South,Nov,144665.0
Central,Apr,212346.0
South,Jul,122716.0
Central,Mar,237264.0
East,Jan,248991.0
West,Apr,237737.0
East,Sep,220383.0
South,Sep,160635.0
West,Aug,222498.0
Central,Nov,193417.0
South,Feb,175371.0
West,Mar,262103.0
South,Dec,175931.0
East,Feb,230267.0
West,Dec,298667.0
West,Sep,244648.0
Central,Sep,182949.0
South,Aug,165340.0
East,Jun,209686.0
West,Jan,288286.0
South,Apr,142596.0
Central,Dec,220818.0
West,Oct,278917.0
Central,Jun,196724.0
Central,Aug,184567.0
East,Oct,280702.0
West,Jun,238306.0
West,Jul,242277.0
West,Nov,254452.0
East,Dec,259280.0
South,Jun,151445.0
East,Jul,216375.0
East,May,237216.0
South,Oct,172195.0
Central,Jul,196312.0
Central,Jan,195945.0
East,Aug,253870.0
Central,Feb,198770.0
South,May,170107.0
West,May,237133.0
West,Feb,185065.0
