state,total_sales,total_customers
Alabama,56482.0,9
Arizona,256175.0,31
Arkansas,53913.0,3
California,1860907.0,244
Colorado,219391.0,29
Connecticut,76010.0,10
Delaware,72059.0,10
District of Columbia,5512.0,1
Florida,372043.0,49
Georgia,111881.0,18
Illinois,409505.0,50
Indiana,117393.0,13
Iowa,10997.0,2
Kansas,34823.0,3
Kentucky,226773.0,23
Louisiana,45508.0,8
Maryland,22696.0,3
Massachusetts,112763.0,13
Michigan,188004.0,21
Minnesota,158960.0,18
Mississippi,58636.0,8
Missouri,52748.0,9
Nevada,9790.0,1
New Hampshire,22321.0,3
New Jersey,156690.0,20
New Mexico,6879.0,2
New York,939632.0,116
North Carolina,255795.0,36
Ohio,460033.0,63
Oklahoma,41914.0,8
Oregon,39404.0,4
Pennsylvania,484791.0,66
Rhode Island,48370.0,4
Tennessee,148568.0,19
Texas,931630.0,108
Utah,43612.0,6
Virginia,208703.0,24
Washington,407842.0,61
Wisconsin,48984.0,8
