state,total_sales,total_customers
Alabama,119696.0,76
Arizona,475087.0,255
Arkansas,90820.0,24
California,3759094.0,1897
Colorado,485532.0,251
Connecticut,146855.0,85
Delaware,129715.0,65
District of Columbia,18549.0,16
Florida,695504.0,328
Georgia,270714.0,167
Illinois,968726.0,507
Indiana,233269.0,128
Iowa,38719.0,22
Kansas,45906.0,14
Kentucky,375431.0,162
Louisiana,90689.0,46
Maryland,53939.0,30
Massachusetts,241556.0,126
Michigan,337770.0,184
Minnesota,284433.0,144
Mississippi,109293.0,59
Missouri,139616.0,77
Nebraska,20843.0,12
Nevada,39708.0,23
New Hampshire,41742.0,26
New Jersey,299232.0,155
New Mexico,48492.0,33
New York,1877814.0,1001
North Carolina,572347.0,340
Ohio,854929.0,454
Oklahoma,70263.0,36
Oregon,72913.0,36
Pennsylvania,1021102.0,556
Rhode Island,96310.0,58
South Dakota,19956.0,10
Tennessee,292332.0,169
Texas,1798936.0,918
Utah,89389.0,61
Virginia,378197.0,192
Washington,932190.0,486
Wisconsin,145870.0,96
