state,total_sales,total_customers
Alabama,62413.0,16
Arizona,275491.0,42
Arkansas,53913.0,3
California,1963185.0,316
Colorado,233947.0,41
Connecticut,77251.0,11
Delaware,73135.0,13
District of Columbia,5512.0,1
Florida,403060.0,68
Georgia,119230.0,25
Illinois,434740.0,71
Indiana,123627.0,20
Iowa,12972.0,4
Kansas,34823.0,3
Kentucky,240169.0,32
Louisiana,51090.0,14
Maryland,23776.0,4
Massachusetts,124600.0,22
Michigan,193179.0,28
Minnesota,171272.0,24
Mississippi,60972.0,10
Missouri,67265.0,15
Nevada,13495.0,2
New Hampshire,22321.0,3
New Jersey,161961.0,24
New Mexico,8809.0,4
New York,977895.0,162
North Carolina,269334.0,52
Ohio,492016.0,88
Oklahoma,42395.0,9
Oregon,41863.0,7
Pennsylvania,503781.0,89
Rhode Island,50746.0,6
South Dakota,457.0,1
Tennessee,150363.0,22
Texas,974797.0,149
Utah,45281.0,9
Virginia,211793.0,28
Washington,427916.0,76
Wisconsin,51409.0,11
