region,month_name,total_sales
South,Mar,150466.0
Central,Sep,151369.0
South,Aug,131021.0
South,Jan,134040.0
East,Jun,179395.0
West,Jan,227637.0
South,Apr,112918.0
East,Apr,207202.0
East,Nov,203841.0
Central,Dec,163642.0
West,Oct,214030.0
Central,May,176900.0
Central,Jun,152903.0
East,Mar,198646.0
Central,Aug,159826.0
East,Oct,250987.0
Central,Oct,159670.0
South,Nov,127216.0
West,Jun,189282.0
Central,Apr,169865.0
South,Jul,94677.0
West,Jul,206745.0
West,Nov,215528.0
Central,Mar,200636.0
East,Jan,208703.0
West,Apr,208869.0
East,Sep,180467.0
East,Dec,219312.0
South,Jun,118236.0
East,Jul,181854.0
East,May,200544.0
South,Sep,131072.0
West,Aug,189768.0
South,Oct,154938.0
Central,Jul,164786.0
Central,Jan,155900.0
East,Aug,213313.0
Central,Nov,152942.0
South,Feb,143932.0
West,Mar,206446.0
Central,Feb,161827.0
South,Dec,143734.0
East,Feb,198797.0
South,May,152160.0
West,Dec,262201.0
West,Sep,182586.0
West,May,190205.0
West,Feb,152207.0
