region,month_name,total_sales
South,Mar,188859.0
South,Jan,159300.0
East,Apr,259794.0
East,Nov,264421.0
Central,May,232858.0
East,Mar,247168.0
Central,Oct,205131.0
South,Nov,153189.0
Central,Apr,223040.0
South,Jul,128867.0
Central,Mar,247590.0
East,Jan,270649.0
West,Apr,257197.0
East,Sep,228412.0
South,Sep,167015.0
West,Aug,244488.0
Central,Nov,214752.0
South,Feb,181322.0
West,Mar,281605.0
South,Dec,193311.0
East,Feb,244025.0
West,Dec,315204.0
West,Sep,253849.0
Central,Sep,205705.0
South,Aug,170776.0
East,Jun,218408.0
West,Jan,310324.0
South,Apr,148971.0
Central,Dec,229327.0
West,Oct,292078.0
Central,Jun,209538.0
Central,Aug,192845.0
East,Oct,291899.0
West,Jun,252225.0
West,Jul,257812.0
West,Nov,261992.0
East,Dec,274542.0
South,Jun,159924.0
East,Jul,242610.0
East,May,243923.0
South,Oct,177557.0
Central,Jul,205761.0
Central,Jan,221772.0
East,Aug,264757.0
Central,Feb,208973.0
South,May,175989.0
West,May,252071.0
West,Feb,195436.0
