region,month_name,total_sales
South,Mar,191678.0
South,Jan,171800.0
East,Apr,274818.0
East,Nov,272908.0
Central,May,240040.0
East,Mar,255966.0
Central,Oct,209534.0
South,Nov,154481.0
Central,Apr,231437.0
South,Jul,130705.0
Central,Mar,256110.0
East,Jan,275907.0
West,Apr,264023.0
East,Sep,233552.0
South,Sep,168771.0
West,Aug,251840.0
Central,Nov,227219.0
South,Feb,183766.0
West,Mar,288480.0
South,Dec,197873.0
East,Feb,248906.0
West,Dec,324143.0
West,Sep,260557.0
Central,Sep,211656.0
South,Aug,176445.0
East,Jun,222904.0
West,Jan,319644.0
South,Apr,152216.0
Central,Dec,232296.0
West,Oct,298610.0
Central,Jun,213148.0
Central,Aug,195689.0
East,Oct,309468.0
West,Jun,265632.0
West,Jul,267293.0
West,Nov,266619.0
East,Dec,285885.0
South,Jun,164094.0
East,Jul,250327.0
East,May,253118.0
South,Oct,178969.0
Central,Jul,210074.0
Central,Jan,229201.0
East,Aug,269486.0
Central,Feb,213690.0
South,May,177488.0
West,May,269112.0
West,Feb,204638.0
