category,month,total_sales,total_profit
Furniture,Sep,189705.0,32030.0
Furniture,Oct,174436.0,31985.0
Furniture,Mar,206651.0,37704.0
Office Supplies,Feb,465645.0,83270.0
Technology,Jul,168844.0,29929.0
Office Supplies,Dec,554987.0,98131.0
Furniture,Aug,169413.0,30166.0
Office Supplies,Jul,438669.0,79573.0
Office Supplies,Jun,418268.0,75788.0
Technology,Sep,138227.0,24678.0
Technology,Dec,188323.0,33126.0
Technology,Jun,203441.0,37940.0
Office Supplies,Jan,498429.0,88887.0
Technology,Aug,165559.0,28679.0
Technology,Oct,212793.0,35347.0
Technology,Jan,198715.0,37630.0
Office Supplies,Mar,505373.0,84989.0
Office Supplies,Aug,466898.0,86030.0
Office Supplies,Sep,445042.0,75501.0
Office Supplies,Oct,513634.0,89443.0
Furniture,Nov,165663.0,27966.0
Office Supplies,Nov,446587.0,76194.0
Technology,May,177285.0,29669.0
Furniture,Feb,134160.0,25405.0
Office Supplies,Apr,433698.0,76784.0
Furniture,Jan,160793.0,28501.0
Furniture,Jun,139991.0,25598.0
Technology,Nov,199048.0,34679.0
Technology,Mar,152432.0,26886.0
Technology,Feb,159711.0,26151.0
Furniture,Apr,187046.0,34036.0
Technology,Apr,183331.0,31653.0
Furniture,Dec,174586.0,31154.0
Office Supplies,May,491195.0,88184.0
Furniture,Jul,143164.0,26177.0
Furniture,May,167494.0,31956.0
