category,month,total_sales,total_profit
Furniture,Sep,165866.0,27099.0
Furniture,Oct,153955.0,28732.0
Furniture,Mar,185011.0,34109.0
Office Supplies,Feb,412024.0,73525.0
Technology,Jul,151498.0,26767.0
Office Supplies,Dec,483336.0,84284.0
Furniture,Aug,147241.0,26652.0
Office Supplies,Jul,383883.0,70266.0
Office Supplies,Jun,367813.0,66820.0
Technology,Sep,119845.0,21588.0
Technology,Dec,175792.0,30566.0
Technology,Jun,179190.0,32734.0
Office Supplies,Jan,443399.0,78077.0
Technology,Aug,149436.0,25742.0
Technology,Oct,186067.0,30280.0
Technology,Jan,166866.0,31863.0
Office Supplies,Mar,448055.0,74215.0
Office Supplies,Aug,405423.0,73400.0
Office Supplies,Sep,370354.0,63219.0
Office Supplies,Oct,450473.0,78620.0
Furniture,Nov,148201.0,24826.0
Office Supplies,Nov,387263.0,64569.0
Technology,May,146990.0,24347.0
Furniture,Feb,119623.0,22816.0
Office Supplies,Apr,384150.0,67646.0
Furniture,Jan,134224.0,24329.0
Furniture,Jun,111831.0,19477.0
Technology,Nov,172130.0,30007.0
Technology,Mar,136117.0,23735.0
Technology,Feb,132907.0,22125.0
Furniture,Apr,157986.0,28106.0
Technology,Apr,168011.0,28786.0
Furniture,Dec,143317.0,25399.0
Office Supplies,May,439873.0,78759.0
Furniture,Jul,121532.0,21649.0
Furniture,May,145067.0,27684.0
