state,total_sales,total_customers
Alabama,53048.0,7
Arizona,253259.0,29
Arkansas,53913.0,3
California,1832500.0,224
Colorado,216885.0,28
Connecticut,75759.0,9
Delaware,70497.0,8
District of Columbia,5512.0,1
Florida,371373.0,48
Georgia,109657.0,16
Illinois,409157.0,48
Indiana,109421.0,12
Iowa,10997.0,2
Kansas,34823.0,3
Kentucky,226773.0,23
Louisiana,44715.0,7
Maryland,22696.0,3
Massachusetts,112763.0,13
Michigan,186120.0,20
Minnesota,157927.0,17
Mississippi,56221.0,6
Missouri,52748.0,9
Nevada,9790.0,1
New Hampshire,22321.0,3
New Jersey,156184.0,19
New Mexico,6879.0,2
New York,925379.0,108
North Carolina,252568.0,33
Ohio,455802.0,58
Oklahoma,40558.0,7
Oregon,39404.0,4
Pennsylvania,478662.0,59
Rhode Island,48370.0,4
Tennessee,143166.0,17
Texas,911739.0,100
Utah,43612.0,6
Virginia,207026.0,23
Washington,396498.0,57
Wisconsin,47874.0,7
