category,month,total_sales,total_profit
Furniture,Sep,216747.0,37574.0
Furniture,Oct,190478.0,34734.0
Furniture,Mar,233348.0,42271.0
Office Supplies,Feb,531155.0,93920.0
Technology,Jul,200571.0,35728.0
Office Supplies,Dec,643900.0,114145.0
Furniture,Aug,189168.0,33443.0
Office Supplies,Jul,503527.0,89779.0
Office Supplies,Jun,478297.0,86411.0
Technology,Sep,164672.0,28796.0
Technology,Dec,212575.0,37810.0
Technology,Jun,223333.0,41155.0
Office Supplies,Jan,607158.0,110614.0
Technology,Aug,187659.0,32391.0
Technology,Oct,244156.0,40468.0
Technology,Jan,227056.0,42638.0
Office Supplies,Mar,574946.0,97896.0
Office Supplies,Aug,525637.0,97234.0
Office Supplies,Sep,505538.0,85742.0
Office Supplies,Oct,570987.0,98974.0
Furniture,Nov,189143.0,32204.0
Office Supplies,Nov,514618.0,88444.0
Technology,May,201724.0,34088.0
Furniture,Feb,151048.0,28143.0
Office Supplies,Apr,511737.0,91395.0
Furniture,Jan,175987.0,31065.0
Furniture,Jun,177018.0,31559.0
Technology,Nov,231387.0,40558.0
Technology,Mar,195170.0,34517.0
Technology,Feb,178842.0,29587.0
Furniture,Apr,213315.0,38014.0
Technology,Apr,210824.0,36560.0
Furniture,Dec,193388.0,34565.0
Office Supplies,May,552029.0,98468.0
Furniture,Jul,163230.0,29459.0
Furniture,May,193836.0,36449.0
