region,month_name,total_sales
South,Mar,198492.0
South,Jan,176182.0
East,Apr,280675.0
East,Nov,285234.0
Central,May,241759.0
East,Mar,260424.0
Central,Oct,212443.0
South,Nov,156542.0
Central,Apr,235184.0
South,Jul,131875.0
Central,Mar,260607.0
East,Jan,277736.0
West,Apr,270200.0
East,Sep,241960.0
South,Sep,170498.0
West,Aug,257530.0
Central,Nov,230685.0
South,Feb,185195.0
West,Mar,290255.0
South,Dec,199927.0
East,Feb,254587.0
West,Dec,336970.0
West,Sep,266428.0
Central,Sep,213510.0
South,Aug,179421.0
East,Jun,226035.0
West,Jan,325778.0
South,Apr,155417.0
Central,Dec,235921.0
West,Oct,302059.0
Central,Jun,217016.0
Central,Aug,197810.0
East,Oct,312225.0
West,Jun,272317.0
West,Jul,270918.0
West,Nov,273429.0
East,Dec,290395.0
South,Jun,167955.0
East,Jul,252982.0
East,May,254984.0
South,Oct,180781.0
Central,Jul,213432.0
Central,Jan,233424.0
East,Aug,274032.0
Central,Feb,215880.0
South,May,180626.0
West,May,274617.0
West,Feb,209157.0
