segment,month_name,total_sales,total_profit
Corporate,Oct,293974.0,50339.0
Home Office,Jul,170824.0,29908.0
Consumer,Jul,416176.0,73973.0
Corporate,Mar,263953.0,45522.0
Consumer,Nov,391149.0,66924.0
Home Office,Aug,142882.0,24823.0
Consumer,Aug,450468.0,83155.0
Corporate,Aug,248886.0,44070.0
Home Office,Apr,154106.0,27288.0
Consumer,Jun,417780.0,75458.0
Consumer,May,437398.0,77524.0
Home Office,Sep,125372.0,20744.0
Corporate,Jul,219612.0,40358.0
Corporate,Dec,326912.0,58835.0
Corporate,May,284752.0,51123.0
Corporate,Apr,274748.0,47718.0
Home Office,May,159967.0,29599.0
Home Office,Jan,175366.0,32010.0
Home Office,Jun,147063.0,27875.0
Consumer,Sep,456283.0,77813.0
Home Office,Mar,180943.0,29808.0
Consumer,Apr,429971.0,76532.0
Home Office,Nov,180187.0,31737.0
Home Office,Oct,182709.0,32042.0
Consumer,Dec,488746.0,88293.0
Corporate,Nov,289655.0,48815.0
Corporate,Sep,248579.0,43871.0
Corporate,Feb,256984.0,43305.0
Home Office,Feb,149006.0,27211.0
Consumer,Mar,489803.0,86452.0
Consumer,Oct,463664.0,81356.0
Corporate,Jan,307551.0,53231.0
Consumer,Jan,438289.0,82060.0
Corporate,Jun,249788.0,45488.0
Home Office,Dec,169435.0,28258.0
Consumer,Feb,400304.0,72227.0
