state,sub_category,quantity_sold,sub_category_rank
Alabama,Paper,98,1
Alabama,Binders,97,2
Alabama,Furnishings,55,3
Alabama,Chairs,50,4
Alabama,Storage,48,5
Alabama,Accessories,45,6
Alabama,Art,39,7
Alabama,Envelopes,31,8
Alabama,Tables,28,9
Alabama,Phones,28,9
Alabama,Labels,24,11
Alabama,Appliances,15,12
Alabama,Bookcases,12,13
Alabama,Fasteners,11,14
Alabama,Supplies,5,15
Alabama,Copiers,4,16
Arizona,Paper,326,1
Arizona,Binders,316,2
Arizona,Furnishings,299,3
Arizona,Phones,252,4
Arizona,Art,232,5
Arizona,Accessories,204,6
Arizona,Storage,181,7
Arizona,Appliances,156,8
Arizona,Labels,137,9
Arizona,Chairs,136,10
Arizona,Envelopes,82,11
Arizona,Tables,82,11
Arizona,Bookcases,75,13
Arizona,Machines,69,14
Arizona,Fasteners,43,15
Arizona,Supplies,37,16
Arizona,Copiers,13,17
Arkansas,Art,50,1
Arkansas,Furnishings,50,1
Arkansas,Phones,48,3
Arkansas,Paper,39,4
Arkansas,Binders,35,5
Arkansas,Storage,30,6
Arkansas,Fasteners,20,7
Arkansas,Tables,18,8
Arkansas,Appliances,18,8
Arkansas,Labels,18,8
Arkansas,Accessories,17,11
Arkansas,Chairs,15,12
Arkansas,Supplies,7,13
Arkansas,Machines,6,14
Arkansas,Envelopes,4,15
Arkansas,Bookcases,2,16
California,Paper,2610,1
California,Binders,2061,2
California,Phones,1869,3
California,Furnishings,1776,4
California,Art,1718,5
California,Accessories,1558,6
California,Storage,1274,7
California,Appliances,1056,8
California,Chairs,878,9
California,Machines,708,10
California,Labels,701,11
California,Envelopes,601,12
California,Tables,561,13
California,Bookcases,542,14
California,Supplies,446,15
California,Fasteners,426,16
California,Copiers,130,17
Colorado,Binders,326,1
Colorado,Paper,310,2
Colorado,Phones,245,3
Colorado,Art,222,4
Colorado,Furnishings,220,5
Colorado,Storage,182,6
Colorado,Accessories,146,7
Colorado,Appliances,115,8
Colorado,Chairs,104,9
Colorado,Machines,102,10
Colorado,Envelopes,100,11
Colorado,Bookcases,92,12
Colorado,Tables,78,13
Colorado,Labels,73,14
Colorado,Fasteners,54,15
Colorado,Supplies,48,16
Colorado,Copiers,10,17
Connecticut,Phones,85,1
Connecticut,Paper,79,2
Connecticut,Art,76,3
Connecticut,Binders,70,4
Connecticut,Accessories,63,5
Connecticut,Furnishings,58,6
Connecticut,Storage,40,7
Connecticut,Appliances,39,8
Connecticut,Labels,33,9
Connecticut,Machines,29,10
Connecticut,Fasteners,28,11
Connecticut,Chairs,26,12
Connecticut,Bookcases,24,13
Connecticut,Supplies,17,14
Connecticut,Tables,17,14
Connecticut,Envelopes,7,16
Connecticut,Copiers,5,17
Delaware,Storage,117,1
Delaware,Paper,110,2
Delaware,Furnishings,82,3
Delaware,Accessories,77,4
Delaware,Phones,63,5
Delaware,Appliances,55,6
Delaware,Art,53,7
Delaware,Chairs,48,8
