region,month_name,total_sales
South,Mar,300577.0
South,Jan,264562.0
East,Apr,443079.0
East,Nov,431071.0
Central,May,376171.0
East,Mar,417547.0
Central,Oct,316743.0
South,Nov,227347.0
Central,Apr,350077.0
South,Jul,215886.0
Central,Mar,358826.0
East,Jan,420993.0
West,Apr,424398.0
East,Sep,399121.0
South,Sep,259162.0
West,Aug,405776.0
Central,Nov,348637.0
South,Feb,262204.0
West,Mar,428353.0
South,Dec,300912.0
East,Feb,365741.0
West,Dec,511573.0
West,Sep,396651.0
Central,Sep,318308.0
South,Aug,281658.0
East,Jun,343719.0
West,Jan,487343.0
South,Apr,235385.0
Central,Dec,360615.0
West,Oct,467150.0
Central,Jun,341567.0
Central,Aug,292567.0
East,Oct,468020.0
West,Jun,469112.0
West,Jul,417416.0
West,Nov,438392.0
East,Dec,431246.0
South,Jun,264382.0
East,Jul,418767.0
East,May,371552.0
South,Oct,269829.0
Central,Jul,361830.0
Central,Jan,358748.0
East,Aug,412229.0
Central,Feb,349829.0
South,May,268370.0
West,May,478013.0
West,Feb,353436.0
