category,month,total_sales,total_profit
Furniture,Sep,165866.0,27099.0
Furniture,Oct,153955.0,28732.0
Furniture,Mar,184447.0,34051.0
Office Supplies,Feb,411818.0,73490.0
Technology,Jul,151498.0,26767.0
Office Supplies,Dec,481964.0,84050.0
Furniture,Aug,147024.0,26595.0
Office Supplies,Jul,382413.0,70057.0
Office Supplies,Jun,367390.0,66753.0
Technology,Sep,119845.0,21588.0
Technology,Dec,175344.0,30488.0
Technology,Jun,177743.0,32434.0
Office Supplies,Jan,441648.0,77820.0
Technology,Aug,149007.0,25679.0
Technology,Oct,186067.0,30280.0
Technology,Jan,157118.0,28951.0
Office Supplies,Mar,447027.0,74030.0
Office Supplies,Aug,404228.0,73162.0
Office Supplies,Sep,370069.0,63185.0
Office Supplies,Oct,448416.0,78240.0
Furniture,Nov,147566.0,24754.0
Office Supplies,Nov,386360.0,64403.0
Technology,May,146805.0,24300.0
Furniture,Feb,119369.0,22786.0
Office Supplies,Apr,382317.0,67310.0
Furniture,Jan,134224.0,24329.0
Furniture,Jun,110949.0,19370.0
Technology,Nov,171227.0,29790.0
Technology,Mar,135777.0,23671.0
Technology,Feb,132697.0,22084.0
Furniture,Apr,157317.0,27972.0
Technology,Apr,167746.0,28735.0
Furniture,Dec,142415.0,25276.0
Office Supplies,May,438945.0,78573.0
Furniture,Jul,121532.0,21649.0
Furniture,May,144595.0,27595.0
