state,total_sales,total_customers
Alabama,71505.0,26
Arizona,301065.0,73
Arkansas,65212.0,7
California,2258539.0,565
Colorado,255208.0,68
Connecticut,102823.0,30
Delaware,85942.0,21
District of Columbia,5512.0,1
Florida,440834.0,100
Georgia,132499.0,42
Illinois,520198.0,133
Indiana,141708.0,39
Iowa,15116.0,7
Kansas,34823.0,3
Kentucky,275394.0,58
Louisiana,58119.0,20
Maryland,29268.0,9
Massachusetts,133112.0,35
Michigan,216874.0,56
Minnesota,188720.0,43
Mississippi,74992.0,18
Missouri,69861.0,21
Nebraska,3358.0,3
Nevada,14941.0,3
New Hampshire,25100.0,5
New Jersey,176118.0,42
New Mexico,20618.0,13
New York,1107925.0,285
North Carolina,345718.0,103
Ohio,540258.0,142
Oklahoma,42656.0,10
Oregon,45015.0,10
Pennsylvania,560559.0,154
Rhode Island,59408.0,14
South Dakota,457.0,1
Tennessee,163198.0,41
Texas,1121583.0,261
Utah,56845.0,18
Virginia,234925.0,49
Washington,499651.0,133
Wisconsin,76480.0,29
