category,month,total_sales,total_profit
Furniture,Sep,173544.0,29061.0
Furniture,Oct,162274.0,30038.0
Furniture,Mar,189586.0,35011.0
Office Supplies,Feb,438524.0,78457.0
Technology,Jul,155469.0,27355.0
Office Supplies,Dec,504670.0,89231.0
Furniture,Aug,152077.0,27398.0
Office Supplies,Jul,398297.0,72406.0
Office Supplies,Jun,376983.0,68508.0
Technology,Sep,126617.0,22849.0
Technology,Dec,177657.0,30986.0
Technology,Jun,191492.0,35889.0
Office Supplies,Jan,464576.0,82739.0
Technology,Aug,153985.0,26734.0
Technology,Oct,201632.0,33094.0
Technology,Jan,184116.0,35174.0
Office Supplies,Mar,463262.0,76776.0
Office Supplies,Aug,417786.0,75221.0
Office Supplies,Sep,385399.0,65684.0
Office Supplies,Oct,483277.0,84472.0
Furniture,Nov,153679.0,25759.0
Office Supplies,Nov,410901.0,69467.0
Technology,May,158373.0,26175.0
Furniture,Feb,122566.0,23196.0
Office Supplies,Apr,395272.0,69854.0
Furniture,Jan,149251.0,26473.0
Furniture,Jun,118938.0,21203.0
Technology,Nov,186145.0,32845.0
Technology,Mar,142067.0,24823.0
Technology,Feb,144075.0,23924.0
Furniture,Apr,170606.0,30647.0
Technology,Apr,172339.0,29500.0
Furniture,Dec,154824.0,28326.0
Office Supplies,May,452026.0,80841.0
Furniture,Jul,124955.0,22262.0
Furniture,May,158296.0,30288.0
