category,month,total_sales,total_profit
Furniture,Sep,173394.0,29023.0
Furniture,Oct,160848.0,29751.0
Furniture,Mar,189586.0,35011.0
Office Supplies,Feb,431907.0,77244.0
Technology,Jul,155469.0,27355.0
Office Supplies,Dec,502106.0,88816.0
Furniture,Aug,151109.0,27260.0
Office Supplies,Jul,396843.0,72225.0
Office Supplies,Jun,375759.0,68327.0
Technology,Sep,125646.0,22680.0
Technology,Dec,177234.0,30928.0
Technology,Jun,181655.0,33206.0
Office Supplies,Jan,462146.0,82245.0
Technology,Aug,153392.0,26595.0
Technology,Oct,201026.0,33012.0
Technology,Jan,182572.0,34967.0
Office Supplies,Mar,460445.0,76287.0
Office Supplies,Aug,414528.0,74663.0
Office Supplies,Sep,382680.0,65257.0
Office Supplies,Oct,471815.0,82163.0
Furniture,Nov,153520.0,25737.0
Office Supplies,Nov,397325.0,66370.0
Technology,May,151467.0,25173.0
Furniture,Feb,122566.0,23196.0
Office Supplies,Apr,392896.0,69293.0
Furniture,Jan,148664.0,26396.0
Furniture,Jun,118085.0,21083.0
Technology,Nov,186145.0,32845.0
Technology,Mar,141738.0,24740.0
Technology,Feb,143045.0,23810.0
Furniture,Apr,168311.0,30358.0
Technology,Apr,171168.0,29275.0
Furniture,Dec,154402.0,28231.0
Office Supplies,May,450020.0,80548.0
Furniture,Jul,124601.0,22231.0
Furniture,May,156769.0,30056.0
