state,sub_category,quantity_sold,sub_category_rank
Alabama,Binders,123,1
Alabama,Paper,102,2
Alabama,Furnishings,72,3
Alabama,Accessories,61,4
Alabama,Chairs,52,5
Alabama,Art,50,6
Alabama,Storage,50,6
Alabama,Tables,40,8
Alabama,Labels,38,9
Alabama,Phones,37,10
Alabama,Envelopes,31,11
Alabama,Appliances,26,12
Alabama,Fasteners,14,13
Alabama,Bookcases,12,14
Alabama,Supplies,10,15
Alabama,Copiers,4,16
Arizona,Paper,380,1
Arizona,Binders,379,2
Arizona,Furnishings,353,3
Arizona,Phones,284,4
Arizona,Art,280,5
Arizona,Accessories,259,6
Arizona,Storage,187,7
Arizona,Appliances,174,8
Arizona,Chairs,154,9
Arizona,Labels,146,10
Arizona,Tables,87,11
Arizona,Envelopes,84,12
Arizona,Bookcases,79,13
Arizona,Machines,69,14
Arizona,Fasteners,47,15
Arizona,Supplies,41,16
Arizona,Copiers,14,17
Arkansas,Phones,51,1
Arkansas,Art,50,2
Arkansas,Furnishings,50,2
Arkansas,Paper,43,4
Arkansas,Binders,35,5
Arkansas,Storage,30,6
Arkansas,Fasteners,22,7
Arkansas,Accessories,21,8
Arkansas,Appliances,18,9
Arkansas,Tables,18,9
Arkansas,Labels,18,9
Arkansas,Chairs,15,12
Arkansas,Machines,8,13
Arkansas,Supplies,7,14
Arkansas,Bookcases,5,15
Arkansas,Envelopes,4,16
California,Paper,3174,1
California,Binders,2439,2
California,Phones,2308,3
California,Furnishings,2087,4
California,Art,2034,5
California,Accessories,1809,6
California,Storage,1584,7
California,Appliances,1237,8
California,Chairs,1073,9
California,Labels,856,10
California,Machines,808,11
California,Envelopes,743,12
California,Tables,690,13
California,Bookcases,618,14
California,Fasteners,517,15
California,Supplies,482,16
California,Copiers,152,17
Colorado,Paper,397,1
Colorado,Binders,370,2
Colorado,Phones,279,3
Colorado,Art,269,4
Colorado,Furnishings,250,5
Colorado,Storage,215,6
Colorado,Accessories,172,7
Colorado,Appliances,135,8
Colorado,Chairs,117,9
Colorado,Envelopes,116,10
Colorado,Machines,107,11
Colorado,Bookcases,98,12
Colorado,Labels,98,12
Colorado,Tables,97,14
