region,month_name,total_sales
South,Mar,202716.0
South,Jan,176827.0
East,Apr,284979.0
East,Nov,296004.0
Central,May,244764.0
East,Mar,265651.0
Central,Oct,219756.0
South,Nov,158482.0
Central,Apr,238364.0
South,Jul,133194.0
Central,Mar,263242.0
East,Jan,285129.0
West,Apr,274305.0
East,Sep,249959.0
South,Sep,173529.0
West,Aug,264039.0
Central,Nov,236886.0
South,Feb,186123.0
West,Mar,294445.0
South,Dec,201442.0
East,Feb,258330.0
West,Dec,342053.0
West,Sep,270214.0
Central,Sep,226785.0
South,Aug,180895.0
East,Jun,229851.0
West,Jan,334880.0
South,Apr,157121.0
Central,Dec,242865.0
West,Oct,307152.0
Central,Jun,220610.0
Central,Aug,203170.0
East,Oct,314068.0
West,Jun,275139.0
West,Jul,281436.0
West,Nov,280988.0
East,Dec,293897.0
South,Jun,169095.0
East,Jul,266602.0
East,May,257935.0
South,Oct,181599.0
Central,Jul,218916.0
Central,Jan,243911.0
East,Aug,276663.0
Central,Feb,218802.0
South,May,183277.0
West,May,282109.0
West,Feb,215954.0
