region,month_name,total_sales
South,Mar,162654.0
Central,Sep,165087.0
South,Aug,144767.0
South,Jan,144336.0
East,Jun,192237.0
West,Jan,257084.0
South,Apr,126646.0
East,Apr,215989.0
East,Nov,231426.0
Central,Dec,184673.0
West,Oct,257764.0
Central,May,195311.0
Central,Jun,167608.0
East,Mar,210322.0
Central,Aug,168411.0
East,Oct,260587.0
Central,Oct,179838.0
South,Nov,136886.0
West,Jun,213655.0
Central,Apr,183858.0
South,Jul,114696.0
West,Jul,218644.0
West,Nov,228225.0
Central,Mar,211127.0
East,Jan,233472.0
West,Apr,225574.0
East,Sep,201849.0
East,Dec,244834.0
South,Jun,131141.0
East,Jul,203162.0
East,May,218034.0
South,Sep,146371.0
West,Aug,200993.0
South,Oct,164765.0
Central,Jul,175280.0
Central,Jan,180251.0
East,Aug,226634.0
Central,Nov,174842.0
South,Feb,160887.0
West,Mar,225025.0
Central,Feb,183104.0
South,Dec,153705.0
East,Feb,207465.0
South,May,162198.0
West,Dec,270705.0
West,Sep,209169.0
West,May,214964.0
West,Feb,165999.0
