region,month_name,total_sales
South,Mar,161831.0
Central,Sep,164204.0
South,Aug,144137.0
South,Jan,142892.0
East,Jun,190294.0
West,Jan,254963.0
South,Apr,126254.0
East,Apr,215318.0
East,Nov,229457.0
Central,Dec,184395.0
West,Oct,256823.0
Central,May,194601.0
Central,Jun,166648.0
East,Mar,208805.0
Central,Aug,168095.0
East,Oct,258517.0
Central,Oct,179066.0
South,Nov,134098.0
West,Jun,212570.0
Central,Apr,183086.0
South,Jul,112987.0
West,Jul,217173.0
West,Nov,225055.0
Central,Mar,210126.0
East,Jan,230809.0
West,Apr,224787.0
East,Sep,199135.0
East,Dec,244052.0
South,Jun,127866.0
East,Jul,198458.0
East,May,215212.0
South,Sep,144623.0
West,Aug,199554.0
South,Oct,164340.0
Central,Jul,174328.0
Central,Jan,179652.0
East,Aug,224707.0
Central,Nov,174842.0
South,Feb,159601.0
West,Mar,221287.0
Central,Feb,182776.0
South,Dec,151349.0
East,Feb,206225.0
South,May,161881.0
West,Dec,269712.0
West,Sep,207607.0
West,May,214138.0
West,Feb,163862.0
