state,sub_category,quantity_sold,sub_category_rank
Alabama,Binders,102,1
Alabama,Paper,99,2
Alabama,Furnishings,55,3
Alabama,Chairs,50,4
Alabama,Storage,48,5
Alabama,Accessories,45,6
Alabama,Art,39,7
Alabama,Envelopes,31,8
Alabama,Phones,28,9
Alabama,Tables,28,9
Alabama,Labels,24,11
Alabama,Appliances,15,12
Alabama,Bookcases,12,13
Alabama,Fasteners,11,14
Alabama,Supplies,5,15
Alabama,Copiers,4,16
Arizona,Paper,343,1
Arizona,Binders,329,2
Arizona,Furnishings,323,3
Arizona,Phones,268,4
Arizona,Art,253,5
Arizona,Accessories,213,6
Arizona,Storage,181,7
Arizona,Appliances,156,8
Arizona,Labels,141,9
Arizona,Chairs,136,10
Arizona,Envelopes,82,11
Arizona,Tables,82,11
Arizona,Bookcases,78,13
Arizona,Machines,69,14
Arizona,Fasteners,43,15
Arizona,Supplies,37,16
Arizona,Copiers,13,17
Arkansas,Furnishings,50,1
Arkansas,Art,50,1
Arkansas,Phones,48,3
Arkansas,Paper,39,4
Arkansas,Binders,35,5
Arkansas,Storage,30,6
Arkansas,Accessories,21,7
Arkansas,Fasteners,20,8
Arkansas,Tables,18,9
Arkansas,Appliances,18,9
Arkansas,Labels,18,9
Arkansas,Chairs,15,12
Arkansas,Supplies,7,13
Arkansas,Machines,6,14
Arkansas,Envelopes,4,15
Arkansas,Bookcases,2,16
California,Paper,2727,1
California,Binders,2143,2
California,Phones,1953,3
California,Furnishings,1842,4
California,Art,1771,5
California,Accessories,1608,6
California,Storage,1328,7
California,Appliances,1116,8
California,Chairs,921,9
California,Labels,723,10
California,Machines,718,11
California,Envelopes,608,12
California,Tables,581,13
California,Bookcases,552,14
California,Supplies,453,15
California,Fasteners,451,16
California,Copiers,133,17
Colorado,Binders,326,1
Colorado,Paper,322,2
Colorado,Phones,248,3
Colorado,Art,227,4
Colorado,Furnishings,220,5
Colorado,Storage,182,6
Colorado,Accessories,148,7
Colorado,Appliances,115,8
Colorado,Chairs,104,9
Colorado,Machines,102,10
Colorado,Envelopes,100,11
Colorado,Bookcases,92,12
Colorado,Tables,82,13
Colorado,Labels,73,14
Colorado,Fasteners,54,15
Colorado,Supplies,48,16
Colorado,Copiers,10,17
Connecticut,Paper,92,1
Connecticut,Phones,92,1
Connecticut,Art,78,3
Connecticut,Binders,72,4
Connecticut,Accessories,66,5
Connecticut,Furnishings,63,6
Connecticut,Storage,46,7
Connecticut,Appliances,44,8
Connecticut,Chairs,34,9
Connecticut,Labels,33,10
Connecticut,Fasteners,31,11
Connecticut,Machines,30,12
Connecticut,Bookcases,24,13
Connecticut,Tables,17,14
Connecticut,Supplies,17,14
Connecticut,Envelopes,7,16
Connecticut,Copiers,7,16
Delaware,Storage,117,1
Delaware,Paper,112,2
Delaware,Furnishings,82,3
Delaware,Accessories,77,4
Delaware,Phones,70,5
Delaware,Appliances,58,6
Delaware,Art,53,7
Delaware,Chairs,48,8
Delaware,Binders,43,9
Delaware,Machines,39,10
Delaware,Supplies,22,11
Delaware,Envelopes,22,11
Delaware,Tables,20,13
Delaware,Bookcases,17,14
Delaware,Labels,16,15
Delaware,Fasteners,12,16
District of Columbia,Paper,35,1
District of Columbia,Binders,15,2
District of Columbia,Labels,10,3
District of Columbia,Art,7,4
District of Columbia,Fasteners,7,4
District of Columbia,Furnishings,7,4
District of Columbia,Phones,5,7
District of Columbia,Envelopes,3,8
District of Columbia,Chairs,3,8
District of Columbia,Appliances,2,10
Florida,Paper,526,1
Florida,Binders,469,2
Florida,Furnishings,387,3
Florida,Art,374,4
Florida,Accessories,369,5
Florida,Phones,359,6
Florida,Storage,243,7
Florida,Chairs,203,8
Florida,Appliances,190,9
