region,month_name,total_sales
South,Mar,168440.0
South,Jan,149915.0
East,Apr,234154.0
East,Nov,240238.0
Central,May,213352.0
East,Mar,224674.0
Central,Oct,185160.0
South,Nov,138778.0
Central,Apr,196515.0
South,Jul,119015.0
Central,Mar,222666.0
East,Jan,242426.0
West,Apr,232455.0
East,Sep,211805.0
South,Sep,151354.0
West,Aug,213098.0
Central,Nov,186269.0
South,Feb,164666.0
West,Mar,242378.0
South,Dec,158060.0
East,Feb,222712.0
West,Dec,287774.0
West,Sep,235105.0
Central,Sep,172800.0
South,Aug,160352.0
East,Jun,205242.0
West,Jan,275508.0
South,Apr,137640.0
Central,Dec,204157.0
West,Oct,269988.0
Central,Jun,174943.0
Central,Aug,176235.0
East,Oct,273106.0
West,Jun,228135.0
West,Jul,230996.0
West,Nov,241534.0
East,Dec,253213.0
South,Jun,147509.0
East,Jul,211667.0
East,May,227045.0
South,Oct,169363.0
Central,Jul,183502.0
Central,Jan,187817.0
East,Aug,245583.0
Central,Feb,189093.0
South,May,165558.0
West,May,227253.0
West,Feb,177595.0
