segment,month_name,total_sales,total_profit
Corporate,Oct,478234.0,83173.0
Home Office,Jul,311489.0,53687.0
Consumer,Jul,700137.0,123038.0
Corporate,Mar,463727.0,78598.0
Consumer,Nov,696282.0,121255.0
Home Office,Aug,240457.0,41157.0
Consumer,Aug,759198.0,138865.0
Corporate,Aug,412100.0,72898.0
Home Office,Apr,244834.0,43723.0
Consumer,Jun,757265.0,133473.0
Consumer,May,774983.0,136829.0
Home Office,Sep,241030.0,41284.0
Corporate,Jul,423464.0,75608.0
Corporate,Dec,531878.0,97034.0
Corporate,May,456342.0,80427.0
Corporate,Apr,468631.0,80156.0
Home Office,May,293912.0,53686.0
Home Office,Jan,293579.0,53214.0
Home Office,Jun,252157.0,45069.0
Consumer,Sep,759586.0,132395.0
Home Office,Mar,288596.0,47796.0
Consumer,Apr,758381.0,135654.0
Home Office,Nov,270481.0,47070.0
Home Office,Oct,289838.0,50737.0
Consumer,Dec,819134.0,144453.0
Corporate,Nov,497595.0,86772.0
Corporate,Sep,405794.0,71432.0
Corporate,Feb,426335.0,73333.0
Home Office,Feb,245060.0,43378.0
Consumer,Mar,772650.0,134123.0
Consumer,Oct,780653.0,135907.0
Corporate,Jan,499963.0,88464.0
Consumer,Jan,756378.0,139151.0
Corporate,Jun,427689.0,76969.0
Home Office,Dec,277028.0,46580.0
Consumer,Feb,684253.0,122254.0
