region,month_name,total_sales
South,Mar,161831.0
Central,Sep,163284.0
South,Aug,142595.0
South,Jan,141425.0
East,Jun,188823.0
West,Jan,253779.0
South,Apr,124855.0
East,Apr,214262.0
East,Nov,226755.0
Central,Dec,183472.0
West,Oct,255474.0
Central,May,192499.0
Central,Jun,166273.0
East,Mar,207811.0
Central,Aug,167051.0
East,Oct,258160.0
Central,Oct,178344.0
South,Nov,133125.0
West,Jun,211878.0
Central,Apr,181063.0
South,Jul,102580.0
West,Jul,215862.0
West,Nov,222152.0
Central,Mar,209604.0
East,Jan,229582.0
West,Apr,223848.0
East,Sep,198333.0
East,Dec,242578.0
South,Jun,127272.0
East,Jul,190505.0
East,May,213731.0
South,Sep,142291.0
West,Aug,197605.0
South,Oct,161163.0
Central,Jul,173690.0
Central,Jan,179501.0
East,Aug,223935.0
Central,Nov,174842.0
South,Feb,158813.0
West,Mar,219669.0
Central,Feb,181837.0
South,Dec,149032.0
East,Feb,206108.0
South,May,157366.0
West,Dec,268865.0
West,Sep,192854.0
West,May,211514.0
West,Feb,161789.0
