segment,month_name,total_sales,total_profit
Corporate,Oct,313554.0,53385.0
Home Office,Jul,181895.0,31647.0
Consumer,Jul,448897.0,79641.0
Corporate,Mar,281654.0,48976.0
Consumer,Nov,429197.0,74096.0
Home Office,Aug,152423.0,26419.0
Consumer,Aug,492784.0,91126.0
Corporate,Aug,261966.0,46460.0
Home Office,Apr,167865.0,30061.0
Consumer,Jun,456069.0,81578.0
Consumer,May,480883.0,84615.0
Home Office,Sep,134938.0,22471.0
Corporate,Jul,237400.0,43834.0
Corporate,Dec,358329.0,62998.0
Corporate,May,299086.0,53858.0
Corporate,Apr,292052.0,50812.0
Home Office,May,170780.0,31215.0
Home Office,Jan,190492.0,34803.0
Home Office,Jun,154967.0,29269.0
Consumer,Sep,490539.0,83692.0
Home Office,Mar,191358.0,31529.0
Consumer,Apr,479694.0,85815.0
Home Office,Nov,190547.0,33274.0
Home Office,Oct,192313.0,33598.0
Consumer,Dec,524493.0,94758.0
Corporate,Nov,324203.0,54677.0
Corporate,Sep,265873.0,46339.0
Corporate,Feb,269577.0,45102.0
Home Office,Feb,157113.0,28974.0
Consumer,Mar,534585.0,94648.0
Consumer,Oct,500410.0,87247.0
Corporate,Jan,337642.0,60006.0
Consumer,Jan,483945.0,89883.0
Corporate,Jun,268880.0,48546.0
Home Office,Dec,178618.0,29851.0
Consumer,Feb,435834.0,77903.0
