state,sub_category,quantity_sold,sub_category_rank
Alabama,Paper,93,1
Alabama,Binders,83,2
Alabama,Furnishings,55,3
Alabama,Chairs,46,4
Alabama,Accessories,42,5
Alabama,Storage,39,6
Alabama,Art,39,6
Alabama,Tables,28,8
Alabama,Phones,23,9
Alabama,Envelopes,23,9
Alabama,Labels,21,11
Alabama,Appliances,15,12
Alabama,Bookcases,12,13
Alabama,Fasteners,9,14
Alabama,Supplies,5,15
Alabama,Copiers,4,16
Arizona,Paper,309,1
Arizona,Binders,307,2
Arizona,Furnishings,285,3
Arizona,Phones,244,4
Arizona,Art,232,5
Arizona,Accessories,184,6
Arizona,Storage,181,7
Arizona,Appliances,146,8
Arizona,Labels,137,9
Arizona,Chairs,132,10
Arizona,Envelopes,79,11
Arizona,Bookcases,75,12
Arizona,Machines,69,13
Arizona,Tables,67,14
Arizona,Fasteners,41,15
Arizona,Supplies,37,16
Arizona,Copiers,13,17
Arkansas,Furnishings,50,1
Arkansas,Art,50,1
Arkansas,Phones,48,3
Arkansas,Paper,39,4
Arkansas,Binders,35,5
Arkansas,Storage,27,6
Arkansas,Labels,18,7
Arkansas,Fasteners,18,7
Arkansas,Appliances,16,9
Arkansas,Chairs,13,10
Arkansas,Accessories,13,10
Arkansas,Tables,12,12
Arkansas,Machines,6,13
Arkansas,Envelopes,4,14
California,Paper,2529,1
California,Binders,1998,2
California,Phones,1812,3
California,Furnishings,1720,4
California,Art,1635,5
California,Accessories,1498,6
California,Storage,1226,7
California,Appliances,1026,8
California,Chairs,850,9
California,Labels,689,10
California,Machines,678,11
California,Envelopes,581,12
California,Tables,553,13
California,Bookcases,515,14
California,Supplies,426,15
California,Fasteners,381,16
California,Copiers,124,17
Colorado,Binders,318,1
Colorado,Paper,303,2
Colorado,Phones,233,3
Colorado,Furnishings,204,4
Colorado,Art,197,5
Colorado,Storage,180,6
Colorado,Accessories,146,7
Colorado,Appliances,115,8
Colorado,Envelopes,100,9
Colorado,Machines,100,9
Colorado,Chairs,95,11
Colorado,Bookcases,92,12
Colorado,Tables,78,13
Colorado,Labels,71,14
Colorado,Fasteners,54,15
Colorado,Supplies,48,16
Colorado,Copiers,10,17
Connecticut,Phones,75,1
Connecticut,Paper,64,2
Connecticut,Accessories,63,3
Connecticut,Furnishings,58,4
Connecticut,Binders,56,5
Connecticut,Art,54,6
Connecticut,Appliances,36,7
Connecticut,Storage,36,7
Connecticut,Fasteners,28,9
Connecticut,Labels,26,10
Connecticut,Chairs,26,10
Connecticut,Machines,26,10
Connecticut,Bookcases,17,13
Connecticut,Supplies,17,13
Connecticut,Tables,17,13
Connecticut,Envelopes,7,16
Connecticut,Copiers,5,17
Delaware,Storage,117,1
Delaware,Paper,108,2
Delaware,Furnishings,82,3
Delaware,Phones,63,4
Delaware,Accessories,62,5
Delaware,Art,53,6
Delaware,Appliances,53,6
Delaware,Chairs,48,8
Delaware,Binders,39,9
Delaware,Machines,39,9
Delaware,Supplies,22,11
Delaware,Envelopes,22,11
Delaware,Tables,19,13
Delaware,Bookcases,17,14
Delaware,Labels,16,15
Delaware,Fasteners,12,16
District of Columbia,Paper,35,1
District of Columbia,Binders,15,2
District of Columbia,Labels,10,3
District of Columbia,Furnishings,7,4
District of Columbia,Fasteners,7,4
District of Columbia,Art,7,4
District of Columbia,Phones,5,7
District of Columbia,Envelopes,3,8
District of Columbia,Chairs,3,8
District of Columbia,Appliances,2,10
Florida,Paper,510,1
Florida,Binders,448,2
Florida,Art,369,3
Florida,Phones,343,4
Florida,Furnishings,342,5
Florida,Accessories,337,6
Florida,Storage,219,7
Florida,Appliances,187,8
Florida,Chairs,184,9
Florida,Tables,152,10
Florida,Labels,147,11
Florida,Machines,133,12
Florida,Envelopes,104,13
Florida,Fasteners,93,14
Florida,Supplies,88,15
Florida,Bookcases,75,16
Florida,Copiers,14,17
Georgia,Phones,159,1
Georgia,Binders,156,2
Georgia,Paper,143,3
Georgia,Furnishings,116,4
Georgia,Art,101,5
Georgia,Chairs,65,6
Georgia,Tables,63,7
Georgia,Accessories,62,8
Georgia,Appliances,59,9
Georgia,Storage,59,9
Georgia,Machines,45,11
Georgia,Bookcases,35,12
Georgia,Labels,35,12
Georgia,Supplies,19,14
Georgia,Envelopes,18,15
Georgia,Fasteners,9,16
Georgia,Copiers,5,17
Illinois,Paper,587,1
Illinois,Binders,473,2
Illinois,Furnishings,445,3
Illinois,Phones,415,4
Illinois,Accessories,322,5
Illinois,Art,266,6
Illinois,Storage,245,7
Illinois,Chairs,226,8
Illinois,Appliances,216,9
Illinois,Machines,162,10
Illinois,Labels,149,11
Illinois,Bookcases,116,12
Illinois,Tables,104,13
Illinois,Envelopes,101,14
Illinois,Supplies,94,15
Illinois,Fasteners,86,16
Illinois,Copiers,20,17
Indiana,Paper,151,1
Indiana,Phones,139,2
Indiana,Binders,114,3
Indiana,Accessories,105,4
Indiana,Storage,65,5
Indiana,Art,65,5
Indiana,Furnishings,63,7
Indiana,Chairs,50,8
Indiana,Appliances,43,9
Indiana,Labels,41,10
Indiana,Envelopes,28,11
Indiana,Supplies,24,12
Indiana,Machines,23,13
Indiana,Fasteners,19,14
Indiana,Bookcases,18,15
Indiana,Tables,15,16
Indiana,Copiers,5,17
Iowa,Storage,30,1
Iowa,Chairs,25,2
Iowa,Phones,21,3
Iowa,Accessories,14,4
Iowa,Paper,11,5
Iowa,Binders,10,6
Iowa,Appliances,7,7
Iowa,Furnishings,4,8
Iowa,Art,3,9
Iowa,Labels,3,9
Iowa,Supplies,2,11
Iowa,Envelopes,2,11
Iowa,Tables,1,13
Kansas,Paper,70,1
Kansas,Art,56,2
Kansas,Chairs,44,3
Kansas,Phones,34,4
Kansas,Fasteners,23,5
Kansas,Accessories,20,6
Kansas,Binders,18,7
Kansas,Furnishings,15,8
Kansas,Labels,14,9
Kansas,Tables,10,10
Kansas,Appliances,9,11
Kansas,Storage,9,11
Kansas,Supplies,9,11
Kansas,Bookcases,8,14
Kansas,Machines,8,14
Kansas,Copiers,2,16
Kentucky,Paper,293,1
Kentucky,Phones,219,2
Kentucky,Binders,194,3
Kentucky,Art,172,4
Kentucky,Furnishings,158,5
Kentucky,Storage,141,6
Kentucky,Appliances,140,7
Kentucky,Accessories,127,8
Kentucky,Chairs,103,9
Kentucky,Fasteners,63,10
Kentucky,Labels,61,11
Kentucky,Envelopes,60,12
Kentucky,Machines,54,13
Kentucky,Bookcases,53,14
Kentucky,Tables,39,15
Kentucky,Supplies,31,16
Kentucky,Copiers,9,17
Louisiana,Art,94,1
Louisiana,Binders,81,2
Louisiana,Paper,52,3
Louisiana,Phones,41,4
Louisiana,Storage,38,5
Louisiana,Chairs,35,6
Louisiana,Appliances,35,6
Louisiana,Accessories,32,8
Louisiana,Fasteners,24,9
Louisiana,Machines,21,10
Louisiana,Furnishings,19,11
Louisiana,Bookcases,18,12
Louisiana,Labels,14,13
Louisiana,Envelopes,13,14
Louisiana,Tables,9,15
Louisiana,Supplies,3,16
Maryland,Storage,36,1
Maryland,Binders,36,1
Maryland,Phones,31,3
Maryland,Furnishings,27,4
Maryland,Supplies,23,5
Maryland,Art,20,6
Maryland,Appliances,17,7
Maryland,Labels,14,8
Maryland,Fasteners,13,9
Maryland,Bookcases,12,10
Maryland,Chairs,11,11
Maryland,Machines,9,12
Maryland,Paper,8,13
Maryland,Accessories,7,14
Maryland,Tables,7,14
Maryland,Copiers,6,16
Maryland,Envelopes,6,16
Massachusetts,Paper,139,1
Massachusetts,Binders,126,2
Massachusetts,Phones,120,3
Massachusetts,Furnishings,118,4
Massachusetts,Art,92,5
Massachusetts,Accessories,79,6
Massachusetts,Appliances,68,7
Massachusetts,Storage,58,8
Massachusetts,Tables,54,9
Massachusetts,Fasteners,53,10
Massachusetts,Chairs,50,11
Massachusetts,Labels,47,12
Massachusetts,Machines,45,13
Massachusetts,Bookcases,37,14
Massachusetts,Envelopes,30,15
Massachusetts,Supplies,16,16
Michigan,Phones,222,1
Michigan,Paper,213,2
Michigan,Art,160,3
Michigan,Binders,149,4
Michigan,Furnishings,147,5
Michigan,Storage,141,6
Michigan,Accessories,135,7
Michigan,Appliances,112,8
Michigan,Labels,91,9
Michigan,Bookcases,74,10
Michigan,Tables,62,11
Michigan,Machines,55,12
Michigan,Chairs,50,13
Michigan,Envelopes,28,14
Michigan,Fasteners,26,15
Michigan,Supplies,24,16
Michigan,Copiers,23,17
