region,month_name,total_sales
South,Mar,186936.0
South,Jan,155635.0
East,Apr,255111.0
East,Nov,256211.0
Central,May,229210.0
East,Mar,238685.0
Central,Oct,199334.0
South,Nov,149625.0
Central,Apr,216794.0
South,Jul,127199.0
Central,Mar,242549.0
East,Jan,264218.0
West,Apr,247285.0
East,Sep,223968.0
South,Sep,163422.0
West,Aug,231253.0
Central,Nov,197235.0
South,Feb,178428.0
West,Mar,277428.0
South,Dec,189482.0
East,Feb,239875.0
West,Dec,304053.0
West,Sep,248868.0
Central,Sep,196728.0
South,Aug,168464.0
East,Jun,213364.0
West,Jan,303377.0
South,Apr,144224.0
Central,Dec,224493.0
West,Oct,284837.0
Central,Jun,204552.0
Central,Aug,187999.0
East,Oct,286728.0
West,Jun,248477.0
West,Jul,248358.0
West,Nov,260193.0
East,Dec,268462.0
South,Jun,154859.0
East,Jul,234559.0
East,May,240571.0
South,Oct,174277.0
Central,Jul,200598.0
Central,Jan,211277.0
East,Aug,259497.0
Central,Feb,202507.0
South,May,174002.0
West,May,244466.0
West,Feb,189437.0
