category,month,total_sales,total_profit
Furniture,Sep,218704.0,37901.0
Furniture,Oct,191873.0,35081.0
Furniture,Mar,236830.0,42634.0
Office Supplies,Feb,538026.0,95128.0
Technology,Jul,203219.0,36268.0
Office Supplies,Dec,653156.0,116108.0
Furniture,Aug,192439.0,34085.0
Office Supplies,Jul,516530.0,92828.0
Office Supplies,Jun,483082.0,87245.0
Technology,Sep,166071.0,29104.0
Technology,Dec,224153.0,38834.0
Technology,Jun,227175.0,42090.0
Office Supplies,Jan,616047.0,112073.0
Technology,Aug,189583.0,32817.0
Technology,Oct,246917.0,40920.0
Technology,Jan,228137.0,42816.0
Office Supplies,Mar,584662.0,99334.0
Office Supplies,Aug,535356.0,98748.0
Office Supplies,Sep,516317.0,87367.0
Office Supplies,Oct,575625.0,99637.0
Furniture,Nov,190814.0,32449.0
Office Supplies,Nov,527500.0,90149.0
Technology,May,203834.0,34526.0
Furniture,Feb,153107.0,28519.0
Office Supplies,Apr,517530.0,92655.0
Furniture,Jan,183363.0,32405.0
Furniture,Jun,178786.0,31878.0
Technology,Nov,235261.0,41173.0
Technology,Mar,200626.0,35418.0
Technology,Feb,179823.0,29740.0
Furniture,Apr,216377.0,38638.0
Technology,Apr,213656.0,37016.0
Furniture,Dec,194691.0,34815.0
Office Supplies,May,561096.0,100183.0
Furniture,Jul,164205.0,29603.0
Furniture,May,195466.0,36742.0
