category,month,total_sales,total_profit
Furniture,Sep,212496.0,36851.0
Furniture,Oct,184476.0,33644.0
Furniture,Mar,227752.0,41078.0
Office Supplies,Feb,515150.0,91426.0
Technology,Jul,193413.0,34523.0
Office Supplies,Dec,623095.0,110584.0
Furniture,Aug,182473.0,32239.0
Office Supplies,Jul,488687.0,86756.0
Office Supplies,Jun,464149.0,83825.0
Technology,Sep,157171.0,27996.0
Technology,Dec,207879.0,37166.0
Technology,Jun,217795.0,40337.0
Office Supplies,Jan,588348.0,107627.0
Technology,Aug,182922.0,31575.0
Technology,Oct,231108.0,38783.0
Technology,Jan,217083.0,40720.0
Office Supplies,Mar,555308.0,93849.0
Office Supplies,Aug,510431.0,94950.0
Office Supplies,Sep,489540.0,82942.0
Office Supplies,Oct,556237.0,96302.0
Furniture,Nov,182300.0,30845.0
Office Supplies,Nov,496501.0,85582.0
Technology,May,196473.0,33220.0
Furniture,Feb,145215.0,27148.0
Office Supplies,Apr,486257.0,86140.0
Furniture,Jan,171999.0,30244.0
Furniture,Jun,163011.0,30097.0
Technology,Nov,217619.0,38024.0
Technology,Mar,187783.0,33096.0
Technology,Feb,172326.0,28523.0
Furniture,Apr,208584.0,37096.0
Technology,Apr,197571.0,34258.0
Furniture,Dec,189831.0,33932.0
Office Supplies,May,538124.0,96298.0
Furniture,Jul,157036.0,28420.0
Furniture,May,184465.0,34844.0
