region,month_name,total_sales
South,Mar,308155.0
South,Jan,271152.0
East,Apr,448754.0
East,Nov,443245.0
Central,May,382836.0
East,Mar,423351.0
Central,Oct,321748.0
South,Nov,234466.0
Central,Apr,358016.0
South,Jul,222025.0
Central,Mar,364029.0
East,Jan,428822.0
West,Apr,433823.0
East,Sep,411962.0
South,Sep,273259.0
West,Aug,416029.0
Central,Nov,356911.0
South,Feb,268097.0
West,Mar,438200.0
South,Dec,305906.0
East,Feb,376070.0
West,Dec,521131.0
West,Sep,406379.0
Central,Sep,322779.0
South,Aug,289098.0
East,Jun,360881.0
West,Jan,497100.0
South,Apr,241074.0
Central,Dec,370323.0
West,Oct,485348.0
Central,Jun,346453.0
Central,Aug,295982.0
East,Oct,474237.0
West,Jun,478743.0
West,Jul,425754.0
West,Nov,445115.0
East,Dec,440669.0
South,Jun,272104.0
East,Jul,425211.0
East,May,389034.0
South,Oct,278554.0
Central,Jul,371825.0
Central,Jan,361786.0
East,Aug,422549.0
Central,Feb,357752.0
South,May,275955.0
West,May,492415.0
West,Feb,361725.0
