region,month_name,total_sales
South,Mar,151740.0
Central,Sep,153460.0
South,Aug,131890.0
South,Jan,134168.0
East,Jun,180972.0
West,Jan,228556.0
South,Apr,112918.0
East,Apr,207488.0
East,Nov,205409.0
Central,Dec,163867.0
West,Oct,216770.0
Central,May,177129.0
Central,Jun,153192.0
East,Mar,201096.0
Central,Aug,159826.0
East,Oct,252309.0
Central,Oct,160912.0
South,Nov,127216.0
West,Jun,194129.0
Central,Apr,170594.0
South,Jul,95651.0
West,Jul,207112.0
West,Nov,215865.0
Central,Mar,201433.0
East,Jan,208879.0
West,Apr,210972.0
East,Sep,181612.0
East,Dec,225774.0
South,Jun,119537.0
East,Jul,183967.0
East,May,202155.0
South,Sep,131473.0
West,Aug,190376.0
South,Oct,155115.0
Central,Jul,165267.0
Central,Jan,157557.0
East,Aug,215543.0
Central,Nov,154671.0
South,Feb,145160.0
West,Mar,207446.0
Central,Feb,162700.0
South,Dec,144093.0
East,Feb,200443.0
South,May,153070.0
West,Dec,262201.0
West,Sep,184314.0
West,May,191134.0
West,Feb,153053.0
