segment,month_name,total_sales,total_profit
Corporate,Oct,317540.0,53982.0
Home Office,Jul,183251.0,31859.0
Consumer,Jul,453280.0,80473.0
Corporate,Mar,285783.0,49587.0
Consumer,Nov,437154.0,75580.0
Home Office,Aug,152914.0,26445.0
Consumer,Aug,498826.0,92189.0
Corporate,Aug,266500.0,47262.0
Home Office,Apr,171675.0,30846.0
Consumer,Jun,461440.0,82692.0
Consumer,May,486560.0,85633.0
Home Office,Sep,138388.0,22806.0
Corporate,Jul,248000.0,46465.0
Corporate,Dec,363869.0,64176.0
Corporate,May,302419.0,54498.0
Corporate,Apr,296222.0,51699.0
Home Office,May,171964.0,31464.0
Home Office,Jan,193451.0,35262.0
Home Office,Jun,156497.0,29574.0
Consumer,Sep,496700.0,84986.0
Home Office,Mar,194176.0,31840.0
Consumer,Apr,481596.0,86125.0
Home Office,Nov,192347.0,33552.0
Home Office,Oct,195253.0,34080.0
Consumer,Dec,533182.0,96302.0
Corporate,Nov,326373.0,55065.0
Corporate,Sep,269470.0,46876.0
Corporate,Feb,273717.0,45906.0
Home Office,Feb,159043.0,29269.0
Consumer,Mar,543212.0,96155.0
Consumer,Oct,503828.0,87951.0
Corporate,Jan,346922.0,61497.0
Consumer,Jan,492938.0,91653.0
Corporate,Jun,272032.0,49112.0
Home Office,Dec,180420.0,30232.0
Consumer,Feb,440736.0,78760.0
