segment,month_name,total_sales,total_profit
Corporate,Oct,296596.0,50798.0
Home Office,Jul,175523.0,30595.0
Consumer,Jul,421153.0,74629.0
Corporate,Mar,265692.0,45817.0
Consumer,Nov,393521.0,67407.0
Home Office,Aug,144643.0,25178.0
Consumer,Aug,454627.0,83873.0
Corporate,Aug,249633.0,44212.0
Home Office,Apr,155622.0,27616.0
Consumer,Jun,422373.0,76100.0
Consumer,May,442610.0,78292.0
Home Office,Sep,127044.0,20982.0
Corporate,Jul,220891.0,40550.0
Corporate,Dec,327910.0,59000.0
Corporate,May,286335.0,51471.0
Corporate,Apr,278703.0,48256.0
Home Office,May,161649.0,29807.0
Home Office,Jan,177278.0,32339.0
Home Office,Jun,150277.0,28347.0
Consumer,Sep,458738.0,78143.0
Home Office,Mar,185274.0,30548.0
Consumer,Apr,434728.0,77371.0
Home Office,Nov,181020.0,31898.0
Home Office,Oct,185102.0,32475.0
Consumer,Dec,491229.0,88811.0
Corporate,Nov,290799.0,49052.0
Corporate,Sep,250732.0,44148.0
Corporate,Feb,257654.0,43368.0
Home Office,Feb,152375.0,27981.0
Consumer,Mar,499172.0,87762.0
Consumer,Oct,466753.0,81842.0
Corporate,Jan,309724.0,53519.0
Consumer,Jan,452453.0,84294.0
Corporate,Jun,252041.0,45878.0
Home Office,Dec,170730.0,28508.0
Consumer,Feb,402961.0,72714.0
