segment,month_name,total_sales,total_profit
Corporate,Oct,295180.0,50559.0
Home Office,Jul,171174.0,29967.0
Consumer,Jul,418893.0,74456.0
Corporate,Mar,265047.0,45750.0
Consumer,Nov,392698.0,67278.0
Home Office,Aug,143787.0,24968.0
Consumer,Aug,454104.0,83762.0
Corporate,Aug,249322.0,44128.0
Home Office,Apr,154391.0,27323.0
Consumer,Jun,421305.0,75905.0
Consumer,May,441562.0,78088.0
Home Office,Sep,126336.0,20899.0
Corporate,Jul,220647.0,40516.0
Corporate,Dec,326912.0,58835.0
Corporate,May,286101.0,51413.0
Corporate,Apr,277563.0,48059.0
Home Office,May,160586.0,29643.0
Home Office,Jan,176688.0,32231.0
Home Office,Jun,148301.0,28082.0
Consumer,Sep,457811.0,78058.0
Home Office,Mar,184380.0,30410.0
Consumer,Apr,431460.0,76780.0
Home Office,Nov,180778.0,31856.0
Home Office,Oct,184356.0,32364.0
Consumer,Dec,489920.0,88464.0
Corporate,Nov,289788.0,48845.0
Corporate,Sep,248839.0,43939.0
Corporate,Feb,257529.0,43356.0
Home Office,Feb,151287.0,27788.0
Consumer,Mar,496171.0,87292.0
Consumer,Oct,465640.0,81636.0
Corporate,Jan,307881.0,53303.0
Consumer,Jan,449938.0,83861.0
Corporate,Jun,251646.0,45829.0
Home Office,Dec,169658.0,28288.0
Consumer,Feb,401431.0,72510.0
