category,month,total_sales,total_profit
Furniture,Sep,166212.0,27124.0
Furniture,Oct,154486.0,28864.0
Furniture,Mar,185788.0,34234.0
Office Supplies,Feb,414506.0,73899.0
Technology,Jul,153748.0,27164.0
Office Supplies,Dec,486689.0,84906.0
Furniture,Aug,149682.0,27022.0
Office Supplies,Jul,388021.0,70978.0
Office Supplies,Jun,369623.0,67185.0
Technology,Sep,121039.0,21801.0
Technology,Dec,175792.0,30566.0
Technology,Jun,179987.0,32878.0
Office Supplies,Jan,450279.0,79736.0
Technology,Aug,151025.0,26111.0
Technology,Oct,187391.0,30497.0
Technology,Jan,168919.0,32214.0
Office Supplies,Mar,453973.0,75283.0
Office Supplies,Aug,407324.0,73726.0
Office Supplies,Sep,372725.0,63652.0
Office Supplies,Oct,454802.0,79621.0
Furniture,Nov,148632.0,24860.0
Office Supplies,Nov,389930.0,65029.0
Technology,May,148405.0,24592.0
Furniture,Feb,120247.0,22905.0
Office Supplies,Apr,387908.0,68349.0
Furniture,Jan,145415.0,25848.0
Furniture,Jun,112550.0,19611.0
Technology,Nov,180760.0,32298.0
Technology,Mar,138558.0,24007.0
Technology,Feb,142139.0,23658.0
Furniture,Apr,159664.0,28418.0
Technology,Apr,169112.0,28907.0
Furniture,Dec,145875.0,25969.0
Office Supplies,May,442455.0,79187.0
Furniture,Jul,121839.0,21697.0
Furniture,May,146934.0,28036.0
