category,month,total_sales,total_profit
Furniture,Sep,195369.0,32875.0
Furniture,Oct,177618.0,32507.0
Furniture,Mar,217654.0,39315.0
Office Supplies,Feb,490354.0,87071.0
Technology,Jul,180266.0,31903.0
Office Supplies,Dec,575931.0,101642.0
Furniture,Aug,174689.0,30920.0
Office Supplies,Jul,452363.0,81793.0
Office Supplies,Jun,432547.0,78329.0
Technology,Sep,146095.0,26067.0
Technology,Dec,201387.0,36150.0
Technology,Jun,209447.0,38833.0
Office Supplies,Jan,517241.0,91859.0
Technology,Aug,171486.0,29685.0
Technology,Oct,217515.0,36206.0
Technology,Jan,206219.0,38947.0
Office Supplies,Mar,523566.0,88209.0
Office Supplies,Aug,481669.0,89033.0
Office Supplies,Sep,468089.0,79081.0
Office Supplies,Oct,532433.0,92392.0
Furniture,Nov,172285.0,29192.0
Office Supplies,Nov,463554.0,79010.0
Technology,May,187544.0,31722.0
Furniture,Feb,140031.0,26476.0
Office Supplies,Apr,447529.0,79010.0
Furniture,Jan,165977.0,29385.0
Furniture,Jun,155895.0,28704.0
Technology,Nov,205108.0,35603.0
Technology,Mar,179143.0,31620.0
Technology,Feb,163780.0,27014.0
Furniture,Apr,200660.0,35827.0
Technology,Apr,188767.0,32638.0
Furniture,Dec,180799.0,32184.0
Office Supplies,May,506747.0,90959.0
Furniture,Jul,146520.0,26721.0
Furniture,May,173758.0,32848.0
