segment,month_name,total_sales,total_profit
Corporate,Oct,468298.0,81567.0
Home Office,Jul,306695.0,52987.0
Consumer,Jul,695236.0,122204.0
Corporate,Mar,458451.0,77666.0
Consumer,Nov,692709.0,120561.0
Home Office,Aug,239496.0,41027.0
Consumer,Aug,752532.0,137735.0
Corporate,Aug,407775.0,71962.0
Home Office,Apr,243384.0,43417.0
Consumer,Jun,751437.0,132453.0
Consumer,May,765126.0,135005.0
Home Office,Sep,239690.0,41022.0
Corporate,Jul,419668.0,75101.0
Corporate,Dec,524493.0,95808.0
Corporate,May,452771.0,79782.0
Corporate,Apr,465502.0,79543.0
Home Office,May,290640.0,53213.0
Home Office,Jan,292389.0,53035.0
Home Office,Jun,250567.0,44864.0
Consumer,Sep,752263.0,130887.0
Home Office,Mar,285523.0,47333.0
Consumer,Apr,750778.0,134357.0
Home Office,Nov,267940.0,46608.0
Home Office,Oct,286052.0,50245.0
Consumer,Dec,815555.0,143839.0
Corporate,Nov,492288.0,86027.0
Corporate,Sep,396666.0,69662.0
Corporate,Feb,422075.0,72430.0
Home Office,Feb,242962.0,42890.0
Consumer,Mar,766477.0,133189.0
Consumer,Oct,773847.0,134827.0
Corporate,Jan,498075.0,88121.0
Consumer,Jan,752380.0,138435.0
Corporate,Jun,424356.0,76411.0
Home Office,Dec,272344.0,45897.0
Consumer,Feb,675972.0,120283.0
