category,month,total_sales,total_profit
Furniture,Sep,180993.0,30690.0
Furniture,Oct,163746.0,30291.0
Furniture,Mar,191019.0,35306.0
Office Supplies,Feb,441828.0,78895.0
Technology,Jul,156863.0,27662.0
Office Supplies,Dec,513432.0,91129.0
Furniture,Aug,155624.0,28206.0
Office Supplies,Jul,401400.0,73005.0
Office Supplies,Jun,382224.0,69545.0
Technology,Sep,129217.0,23440.0
Technology,Dec,178872.0,31248.0
Technology,Jun,194760.0,36416.0
Office Supplies,Jan,466956.0,83160.0
Technology,Aug,156946.0,27203.0
Technology,Oct,204069.0,33528.0
Technology,Jan,188832.0,35872.0
Office Supplies,Mar,466318.0,77334.0
Office Supplies,Aug,423011.0,76148.0
Office Supplies,Sep,404071.0,68152.0
Office Supplies,Oct,488682.0,85537.0
Furniture,Nov,155449.0,26124.0
Office Supplies,Nov,417333.0,70666.0
Technology,May,160587.0,26587.0
Furniture,Feb,124255.0,23521.0
Office Supplies,Apr,402310.0,70932.0
Furniture,Jan,150441.0,26691.0
Furniture,Jun,119787.0,21347.0
Technology,Nov,187638.0,33048.0
Technology,Mar,143051.0,25020.0
Technology,Feb,146148.0,24275.0
Furniture,Apr,170984.0,30730.0
Technology,Apr,174051.0,29901.0
Furniture,Dec,155349.0,28388.0
Office Supplies,May,460275.0,82371.0
Furniture,Jul,134060.0,24425.0
Furniture,May,160341.0,30734.0
