region,month_name,total_sales
South,Mar,188042.0
South,Jan,156321.0
East,Apr,256396.0
East,Nov,259121.0
Central,May,229580.0
East,Mar,241133.0
Central,Oct,200128.0
South,Nov,150995.0
Central,Apr,218839.0
South,Jul,127674.0
Central,Mar,244192.0
East,Jan,265751.0
West,Apr,249637.0
East,Sep,225346.0
South,Sep,165315.0
West,Aug,232426.0
Central,Nov,197693.0
South,Feb,179470.0
West,Mar,278833.0
South,Dec,190392.0
East,Feb,240459.0
West,Dec,305456.0
West,Sep,249827.0
Central,Sep,197655.0
South,Aug,168775.0
East,Jun,215616.0
West,Jan,306152.0
South,Apr,146058.0
Central,Dec,224768.0
West,Oct,286546.0
Central,Jun,205630.0
Central,Aug,188655.0
East,Oct,288824.0
West,Jun,249258.0
West,Jul,253852.0
West,Nov,260531.0
East,Dec,269782.0
South,Jun,157475.0
East,Jul,237471.0
East,May,241615.0
South,Oct,175165.0
Central,Jul,202243.0
Central,Jan,213017.0
East,Aug,261041.0
Central,Feb,203591.0
South,May,174679.0
West,May,245938.0
West,Feb,191272.0
