category,month,total_sales,total_profit
Furniture,Sep,209286.0,36303.0
Furniture,Oct,181608.0,33255.0
Furniture,Mar,223108.0,40291.0
Office Supplies,Feb,505549.0,89991.0
Technology,Jul,188530.0,33620.0
Office Supplies,Dec,607307.0,108069.0
Furniture,Aug,179608.0,31755.0
Office Supplies,Jul,481798.0,85537.0
Office Supplies,Jun,456646.0,82198.0
Technology,Sep,152106.0,26997.0
Technology,Dec,205942.0,36880.0
Technology,Jun,213131.0,39441.0
Office Supplies,Jan,560685.0,100965.0
Technology,Aug,180076.0,30921.0
Technology,Oct,225752.0,37948.0
Technology,Jan,214756.0,40314.0
Office Supplies,Mar,544964.0,91858.0
Office Supplies,Aug,501858.0,93438.0
Office Supplies,Sep,483354.0,81674.0
Office Supplies,Oct,548080.0,95095.0
Furniture,Nov,180011.0,30513.0
Office Supplies,Nov,486671.0,83885.0
Technology,May,193916.0,32783.0
Furniture,Feb,144246.0,26978.0
Office Supplies,Apr,475631.0,84245.0
Furniture,Jan,169451.0,29817.0
Furniture,Jun,161217.0,29742.0
Technology,Nov,214100.0,37383.0
Technology,Mar,185985.0,32856.0
Technology,Feb,169273.0,28024.0
Furniture,Apr,205396.0,36465.0
Technology,Apr,194036.0,33530.0
Furniture,Dec,185857.0,33089.0
Office Supplies,May,520058.0,93264.0
Furniture,Jul,154477.0,27994.0
Furniture,May,180521.0,34326.0
