region,month_name,total_sales
South,Mar,157934.0
Central,Sep,157744.0
South,Aug,135099.0
South,Jan,136190.0
East,Jun,185664.0
West,Jan,242059.0
South,Apr,120823.0
East,Apr,210926.0
East,Nov,206940.0
Central,Dec,171036.0
West,Oct,223668.0
Central,May,188067.0
Central,Jun,158776.0
East,Mar,204266.0
Central,Aug,162873.0
East,Oct,255518.0
Central,Oct,164811.0
South,Nov,129586.0
West,Jun,200069.0
Central,Apr,174446.0
South,Jul,98444.0
West,Jul,213795.0
West,Nov,220586.0
Central,Mar,205654.0
East,Jan,218267.0
West,Apr,219911.0
East,Sep,184427.0
East,Dec,239812.0
South,Jun,121975.0
East,Jul,186497.0
East,May,207165.0
South,Sep,135839.0
West,Aug,195017.0
South,Oct,156444.0
Central,Jul,170910.0
Central,Jan,170715.0
East,Aug,218420.0
Central,Nov,166380.0
South,Feb,154905.0
West,Mar,216094.0
Central,Feb,174432.0
South,Dec,145874.0
East,Feb,202378.0
South,May,156108.0
West,Dec,264762.0
West,Sep,187401.0
West,May,200659.0
West,Feb,158771.0
