category,month,total_sales,total_profit
Furniture,Sep,182490.0,30900.0
Furniture,Oct,164948.0,30559.0
Furniture,Mar,193493.0,35639.0
Office Supplies,Feb,442359.0,78955.0
Technology,Jul,156863.0,27662.0
Office Supplies,Dec,514536.0,91312.0
Furniture,Aug,155624.0,28206.0
Office Supplies,Jul,413970.0,75073.0
Office Supplies,Jun,384819.0,69959.0
Technology,Sep,130149.0,23553.0
Technology,Dec,179855.0,31421.0
Technology,Jun,194760.0,36416.0
Office Supplies,Jan,469007.0,83560.0
Technology,Aug,157362.0,27293.0
Technology,Oct,204920.0,33728.0
Technology,Jan,189097.0,35901.0
Office Supplies,Mar,468464.0,77684.0
Office Supplies,Aug,423704.0,76255.0
Office Supplies,Sep,405526.0,68322.0
Office Supplies,Oct,491257.0,85941.0
Furniture,Nov,156018.0,26178.0
Office Supplies,Nov,421308.0,71366.0
Technology,May,162144.0,26895.0
Furniture,Feb,126006.0,24031.0
Office Supplies,Apr,403360.0,71126.0
Furniture,Jan,151315.0,26868.0
Furniture,Jun,120162.0,21381.0
Technology,Nov,188202.0,33118.0
Technology,Mar,143822.0,25166.0
Technology,Feb,146148.0,24275.0
Furniture,Apr,171498.0,30794.0
Technology,Apr,175821.0,30295.0
Furniture,Dec,155481.0,28400.0
Office Supplies,May,464047.0,83224.0
Furniture,Jul,136088.0,24668.0
Furniture,May,160725.0,30842.0
