category,month,total_sales,total_profit
Furniture,Sep,163727.0,26868.0
Furniture,Oct,153540.0,28685.0
Furniture,Mar,183365.0,33843.0
Office Supplies,Feb,409969.0,73101.0
Technology,Jul,151025.0,26683.0
Office Supplies,Dec,479296.0,83473.0
Furniture,Aug,146773.0,26531.0
Office Supplies,Jul,379606.0,69664.0
Office Supplies,Jun,364332.0,66316.0
Technology,Sep,118963.0,21472.0
Technology,Dec,174686.0,30391.0
Technology,Jun,172945.0,31576.0
Office Supplies,Jan,439534.0,77371.0
Technology,Aug,148843.0,25667.0
Technology,Oct,185361.0,30171.0
Technology,Jan,156002.0,28792.0
Office Supplies,Mar,443033.0,73365.0
Office Supplies,Aug,402019.0,72850.0
Office Supplies,Sep,368169.0,62871.0
Office Supplies,Oct,446205.0,77885.0
Furniture,Nov,146849.0,24657.0
Office Supplies,Nov,385550.0,64243.0
Technology,May,146375.0,24251.0
Furniture,Feb,118690.0,22675.0
Office Supplies,Apr,379492.0,66889.0
Furniture,Jan,133624.0,24250.0
Furniture,Jun,110553.0,19327.0
Technology,Nov,170762.0,29695.0
Technology,Mar,135317.0,23537.0
Technology,Feb,132697.0,22084.0
Furniture,Apr,155549.0,27631.0
Technology,Apr,166931.0,28538.0
Furniture,Dec,141953.0,25197.0
Office Supplies,May,437314.0,78291.0
Furniture,Jul,121366.0,21636.0
Furniture,May,139799.0,26531.0
