category,month,total_sales,total_profit
Furniture,Sep,213318.0,36983.0
Furniture,Oct,185564.0,33832.0
Furniture,Mar,228763.0,41335.0
Office Supplies,Feb,516505.0,91674.0
Technology,Jul,193739.0,34576.0
Office Supplies,Dec,625557.0,111041.0
Furniture,Aug,184326.0,32532.0
Office Supplies,Jul,491622.0,87412.0
Office Supplies,Jun,465041.0,83971.0
Technology,Sep,157739.0,28068.0
Technology,Dec,208239.0,37220.0
Technology,Jun,218740.0,40518.0
Office Supplies,Jan,590261.0,107952.0
Technology,Aug,183381.0,31653.0
Technology,Oct,231260.0,38820.0
Technology,Jan,218612.0,40945.0
Office Supplies,Mar,558925.0,94678.0
Office Supplies,Aug,510951.0,95041.0
Office Supplies,Sep,491627.0,83275.0
Office Supplies,Oct,558092.0,96672.0
Furniture,Nov,182535.0,30883.0
Office Supplies,Nov,499207.0,86053.0
Technology,May,197098.0,33352.0
Furniture,Feb,147643.0,27647.0
Office Supplies,Apr,489616.0,86986.0
Furniture,Jan,172713.0,30311.0
Furniture,Jun,163094.0,30103.0
Technology,Nov,223972.0,39489.0
Technology,Mar,189794.0,33550.0
Technology,Feb,172789.0,28603.0
Furniture,Apr,209044.0,37198.0
Technology,Apr,197961.0,34319.0
Furniture,Dec,190180.0,34019.0
Office Supplies,May,540498.0,96682.0
Furniture,Jul,157404.0,28466.0
Furniture,May,187148.0,35512.0
