region,month_name,total_sales
South,Mar,198099.0
South,Jan,175732.0
East,Apr,279132.0
East,Nov,285234.0
Central,May,241393.0
East,Mar,259451.0
Central,Oct,212156.0
South,Nov,156542.0
Central,Apr,235184.0
South,Jul,131875.0
Central,Mar,260423.0
East,Jan,277736.0
West,Apr,270200.0
East,Sep,241598.0
South,Sep,170172.0
West,Aug,256875.0
Central,Nov,230685.0
South,Feb,185195.0
West,Mar,289624.0
South,Dec,199927.0
East,Feb,253878.0
West,Dec,336751.0
West,Sep,266311.0
Central,Sep,213269.0
South,Aug,179349.0
East,Jun,225364.0
West,Jan,325565.0
South,Apr,155095.0
Central,Dec,235217.0
West,Oct,301655.0
Central,Jun,217016.0
Central,Aug,197810.0
East,Oct,311962.0
West,Jun,269784.0
West,Jul,270303.0
West,Nov,271486.0
East,Dec,289545.0
South,Jun,167752.0
East,Jul,252582.0
East,May,254984.0
South,Oct,180504.0
Central,Jul,213432.0
Central,Jan,233046.0
East,Aug,273139.0
Central,Feb,215576.0
South,May,180626.0
West,May,273746.0
West,Feb,207875.0
