segment,month_name,total_sales,total_profit
Corporate,Oct,266932.0,45862.0
Home Office,Jul,134998.0,23799.0
Consumer,Jul,347267.0,62405.0
Corporate,Mar,229798.0,38940.0
Consumer,Nov,331980.0,57117.0
Home Office,Aug,127363.0,21943.0
Consumer,Aug,386065.0,70976.0
Corporate,Aug,214290.0,37228.0
Home Office,Apr,135656.0,23938.0
Consumer,Jun,355125.0,64417.0
Consumer,May,388683.0,68873.0
Home Office,Sep,106225.0,17342.0
Corporate,Jul,199784.0,36510.0
Corporate,Dec,272282.0,48243.0
Corporate,May,252567.0,45024.0
Corporate,Apr,243562.0,42055.0
Home Office,May,133040.0,24414.0
Home Office,Jan,157260.0,28906.0
Home Office,Jun,113457.0,21510.0
Consumer,Sep,372352.0,63666.0
Home Office,Mar,156670.0,24910.0
Consumer,Apr,362474.0,64477.0
Home Office,Nov,157239.0,27512.0
Home Office,Oct,162833.0,28627.0
Consumer,Dec,426268.0,77869.0
Corporate,Nov,263807.0,43884.0
Corporate,Sep,217297.0,38793.0
Corporate,Feb,228965.0,38201.0
Home Office,Feb,134072.0,24487.0
Consumer,Mar,411256.0,73238.0
Consumer,Oct,421683.0,73951.0
Corporate,Jan,283459.0,49280.0
Consumer,Jan,362442.0,67073.0
Corporate,Jun,224422.0,40850.0
Home Office,Dec,141815.0,23150.0
Consumer,Feb,344431.0,63291.0
