category,month,total_sales,total_profit
Furniture,Sep,214690.0,37252.0
Furniture,Oct,187722.0,34240.0
Furniture,Mar,230454.0,41620.0
Office Supplies,Feb,525553.0,93182.0
Technology,Jul,197207.0,35132.0
Office Supplies,Dec,632967.0,112171.0
Furniture,Aug,185977.0,32854.0
Office Supplies,Jul,498504.0,88958.0
Office Supplies,Jun,468907.0,84591.0
Technology,Sep,159013.0,28187.0
Technology,Dec,209221.0,37385.0
Technology,Jun,220795.0,40777.0
Office Supplies,Jan,597365.0,109130.0
Technology,Aug,185225.0,31936.0
Technology,Oct,242107.0,40240.0
Technology,Jan,221540.0,41562.0
Office Supplies,Mar,564887.0,95847.0
Office Supplies,Aug,520184.0,96292.0
Office Supplies,Sep,494530.0,83943.0
Office Supplies,Oct,564156.0,97771.0
Furniture,Nov,184837.0,31283.0
Office Supplies,Nov,504270.0,86877.0
Technology,May,198973.0,33657.0
Furniture,Feb,149538.0,27924.0
Office Supplies,Apr,501400.0,89283.0
Furniture,Jan,175309.0,30884.0
Furniture,Jun,165450.0,30504.0
Technology,Nov,228009.0,40070.0
Technology,Mar,192351.0,34005.0
Technology,Feb,174732.0,28960.0
Furniture,Apr,210138.0,37451.0
Technology,Apr,205318.0,35478.0
Furniture,Dec,190985.0,34090.0
Office Supplies,May,543881.0,97190.0
Furniture,Jul,159182.0,28798.0
Furniture,May,191591.0,36164.0
