state,sub_category,quantity_sold,sub_category_rank
Alabama,Binders,158,1
Alabama,Paper,152,2
Alabama,Furnishings,108,3
Alabama,Storage,107,4
Alabama,Accessories,89,5
Alabama,Art,79,6
Alabama,Chairs,65,7
Alabama,Phones,52,8
Alabama,Appliances,51,9
Alabama,Labels,49,10
Alabama,Tables,40,11
Alabama,Envelopes,37,12
Alabama,Bookcases,36,13
Alabama,Fasteners,30,14
Alabama,Supplies,16,15
Alabama,Machines,11,16
Alabama,Copiers,11,16
Arizona,Paper,660,1
Arizona,Binders,531,2
Arizona,Furnishings,502,3
Arizona,Phones,439,4
Arizona,Art,402,5
Arizona,Accessories,354,6
Arizona,Storage,264,7
Arizona,Appliances,234,8
Arizona,Chairs,199,9
Arizona,Labels,187,10
Arizona,Envelopes,126,11
Arizona,Bookcases,120,12
Arizona,Machines,105,13
Arizona,Tables,98,14
Arizona,Supplies,77,15
Arizona,Fasteners,64,16
Arizona,Copiers,26,17
Arkansas,Paper,73,1
Arkansas,Phones,72,2
Arkansas,Binders,64,3
Arkansas,Art,63,4
Arkansas,Furnishings,60,5
Arkansas,Storage,42,6
Arkansas,Chairs,33,7
Arkansas,Accessories,28,8
Arkansas,Fasteners,24,9
Arkansas,Appliances,23,10
Arkansas,Labels,19,11
Arkansas,Tables,18,12
Arkansas,Envelopes,16,13
Arkansas,Machines,12,14
Arkansas,Supplies,7,15
Arkansas,Bookcases,5,16
California,Paper,4787,1
California,Binders,3495,2
California,Phones,3349,3
California,Furnishings,3147,4
California,Art,2893,5
California,Accessories,2539,6
California,Storage,2312,7
California,Appliances,1744,8
California,Chairs,1542,9
California,Labels,1234,10
California,Machines,1157,11
California,Envelopes,1020,12
California,Tables,969,13
California,Bookcases,872,14
California,Fasteners,784,15
California,Supplies,693,16
California,Copiers,239,17
Colorado,Paper,540,1
Colorado,Binders,532,2
Colorado,Furnishings,429,3
Colorado,Art,401,4
Colorado,Phones,399,5
Colorado,Storage,338,6
Colorado,Accessories,317,7
Colorado,Appliances,227,8
Colorado,Envelopes,182,9
Colorado,Chairs,166,10
Colorado,Machines,165,11
Colorado,Labels,151,12
Colorado,Tables,139,13
Colorado,Bookcases,120,14
Colorado,Fasteners,111,15
Colorado,Supplies,89,16
Colorado,Copiers,27,17
Connecticut,Paper,181,1
Connecticut,Phones,138,2
Connecticut,Art,119,3
Connecticut,Binders,103,4
Connecticut,Accessories,98,5
Connecticut,Furnishings,98,5
Connecticut,Storage,66,7
Connecticut,Appliances,57,8
Connecticut,Chairs,56,9
Connecticut,Machines,48,10
Connecticut,Labels,48,10
Connecticut,Fasteners,35,12
Connecticut,Bookcases,32,13
Connecticut,Supplies,23,14
Connecticut,Envelopes,23,14
Connecticut,Tables,19,16
Connecticut,Copiers,7,17
Delaware,Paper,182,1
Delaware,Storage,143,2
Delaware,Furnishings,119,3
Delaware,Accessories,113,4
Delaware,Binders,92,5
Delaware,Phones,85,6
Delaware,Appliances,75,7
Delaware,Art,66,8
Delaware,Chairs,58,9
Delaware,Machines,46,10
Delaware,Envelopes,40,11
Delaware,Tables,39,12
Delaware,Labels,30,13
Delaware,Supplies,30,13
Delaware,Bookcases,29,15
Delaware,Fasteners,18,16
Delaware,Copiers,5,17
District of Columbia,Paper,44,1
District of Columbia,Furnishings,26,2
District of Columbia,Phones,25,3
District of Columbia,Art,19,4
District of Columbia,Labels,16,5
District of Columbia,Binders,15,6
District of Columbia,Envelopes,14,7
District of Columbia,Tables,14,7
District of Columbia,Supplies,12,9
District of Columbia,Appliances,12,9
District of Columbia,Chairs,8,11
District of Columbia,Accessories,8,11
District of Columbia,Fasteners,7,13
