segment,month_name,total_sales,total_profit
Corporate,Oct,287361.0,49092.0
Home Office,Jul,163011.0,28602.0
Consumer,Jul,394334.0,71347.0
Corporate,Mar,257328.0,44252.0
Consumer,Nov,378144.0,64700.0
Home Office,Aug,139079.0,24322.0
Consumer,Aug,440101.0,81673.0
Corporate,Aug,238616.0,42213.0
Home Office,Apr,149987.0,26633.0
Consumer,Jun,391815.0,70428.0
Consumer,May,426933.0,75538.0
Home Office,Sep,120900.0,19887.0
Corporate,Jul,214477.0,39292.0
Corporate,Dec,304102.0,54583.0
Corporate,May,278740.0,50117.0
Corporate,Apr,261537.0,45114.0
Home Office,May,151093.0,27922.0
Home Office,Jan,170528.0,31251.0
Home Office,Jun,140973.0,27088.0
Consumer,Sep,435590.0,73372.0
Home Office,Mar,175636.0,28876.0
Consumer,Apr,409025.0,73417.0
Home Office,Nov,173485.0,30359.0
Home Office,Oct,175577.0,30736.0
Consumer,Dec,471412.0,85268.0
Corporate,Nov,281774.0,47272.0
Corporate,Sep,241230.0,42782.0
Corporate,Feb,248038.0,41636.0
Home Office,Feb,144515.0,26485.0
Consumer,Mar,475446.0,84165.0
Consumer,Oct,458248.0,80214.0
Corporate,Jan,302709.0,52446.0
Consumer,Jan,404486.0,74510.0
Corporate,Jun,242957.0,44131.0
Home Office,Dec,165924.0,27557.0
Consumer,Feb,392263.0,70856.0
