category,month,total_sales,total_profit
Furniture,Sep,277767.0,47942.0
Furniture,Oct,246696.0,45296.0
Furniture,Mar,312880.0,54848.0
Office Supplies,Feb,737734.0,129743.0
Technology,Jul,293190.0,52183.0
Office Supplies,Dec,912487.0,161472.0
Furniture,Aug,274991.0,49221.0
Office Supplies,Jul,769526.0,135368.0
Office Supplies,Jun,719143.0,128162.0
Technology,Sep,230983.0,40112.0
Technology,Dec,312347.0,54872.0
Technology,Jun,318206.0,57640.0
Office Supplies,Jan,859019.0,155123.0
Technology,Aug,304074.0,52496.0
Technology,Oct,347183.0,58214.0
Technology,Jan,302024.0,55865.0
Office Supplies,Mar,808664.0,136416.0
Office Supplies,Aug,717106.0,129785.0
Office Supplies,Sep,764240.0,132819.0
Office Supplies,Oct,800598.0,138565.0
Furniture,Nov,269285.0,46089.0
Office Supplies,Nov,757046.0,129866.0
Technology,May,294922.0,51034.0
Furniture,Feb,217243.0,39802.0
Office Supplies,Apr,748884.0,132318.0
Furniture,Jan,272081.0,48691.0
Furniture,Jun,263845.0,45539.0
Technology,Nov,320985.0,57401.0
Technology,Mar,276139.0,48728.0
Technology,Feb,272968.0,45938.0
Furniture,Apr,304776.0,55034.0
Technology,Apr,295271.0,51510.0
Furniture,Dec,293110.0,52646.0
Office Supplies,May,810406.0,144889.0
Furniture,Jul,243895.0,42709.0
Furniture,May,274875.0,49910.0
