region,month_name,total_sales
South,Mar,227722.0
South,Jan,210348.0
East,Apr,327314.0
East,Nov,335112.0
Central,May,287703.0
East,Mar,301722.0
Central,Oct,247152.0
South,Nov,177502.0
Central,Apr,274194.0
South,Jul,157381.0
Central,Mar,298529.0
East,Jan,317774.0
West,Apr,317748.0
East,Sep,290450.0
South,Sep,197726.0
West,Aug,313050.0
Central,Nov,272219.0
South,Feb,215377.0
West,Mar,344718.0
South,Dec,233979.0
East,Feb,300181.0
West,Dec,385492.0
West,Sep,312923.0
Central,Sep,264133.0
South,Aug,210769.0
East,Jun,271231.0
West,Jan,390283.0
South,Apr,178064.0
Central,Dec,297109.0
West,Oct,350651.0
Central,Jun,261366.0
Central,Aug,230703.0
East,Oct,348388.0
West,Jun,334404.0
West,Jul,330254.0
West,Nov,329075.0
East,Dec,348602.0
South,Jun,189546.0
East,Jul,305332.0
East,May,284018.0
South,Oct,215041.0
Central,Jul,258796.0
Central,Jan,271220.0
East,Aug,334188.0
Central,Feb,265241.0
South,May,207105.0
West,May,339509.0
West,Feb,274492.0
