region,month_name,total_sales
South,Mar,294061.0
South,Jan,259792.0
East,Apr,440147.0
East,Nov,427297.0
Central,May,370052.0
East,Mar,403649.0
Central,Oct,312188.0
South,Nov,221960.0
Central,Apr,340576.0
South,Jul,212342.0
Central,Mar,353740.0
East,Jan,417236.0
West,Apr,419339.0
East,Sep,393696.0
South,Sep,254872.0
West,Aug,398979.0
Central,Nov,341832.0
South,Feb,259302.0
West,Mar,424047.0
South,Dec,294886.0
East,Feb,362350.0
West,Dec,507667.0
West,Sep,389402.0
Central,Sep,309983.0
South,Aug,273031.0
East,Jun,339471.0
West,Jan,482773.0
South,Apr,231985.0
Central,Dec,356136.0
West,Oct,443320.0
Central,Jun,335051.0
Central,Aug,282734.0
East,Oct,461232.0
West,Jun,466352.0
West,Jul,412334.0
West,Nov,432118.0
East,Dec,426355.0
South,Jun,259663.0
East,Jul,411947.0
East,May,366650.0
South,Oct,265900.0
Central,Jul,352708.0
Central,Jan,350407.0
East,Aug,406885.0
Central,Feb,327091.0
South,May,264014.0
West,May,473120.0
West,Feb,350404.0
