region,month_name,total_sales
South,Mar,291181.0
South,Jan,251215.0
East,Apr,431880.0
East,Nov,418551.0
Central,May,364328.0
East,Mar,379120.0
Central,Oct,304820.0
South,Nov,218613.0
Central,Apr,324948.0
South,Jul,209796.0
Central,Mar,349291.0
East,Jan,411304.0
West,Apr,409669.0
East,Sep,379650.0
South,Sep,252210.0
West,Aug,391569.0
Central,Nov,333948.0
South,Feb,250958.0
West,Mar,416991.0
South,Dec,289134.0
East,Feb,352701.0
West,Dec,500609.0
West,Sep,381365.0
Central,Sep,305838.0
South,Aug,269387.0
East,Jun,332790.0
West,Jan,471807.0
South,Apr,225411.0
Central,Dec,350798.0
West,Oct,434683.0
Central,Jun,328354.0
Central,Aug,278803.0
East,Oct,441044.0
West,Jun,452430.0
West,Jul,401380.0
West,Nov,427795.0
East,Dec,418901.0
South,Jun,243439.0
East,Jul,402510.0
East,May,353374.0
South,Oct,261143.0
Central,Jul,339537.0
Central,Jan,346121.0
East,Aug,398862.0
Central,Feb,314758.0
South,May,259248.0
West,May,455286.0
West,Feb,345696.0
