state,total_sales,total_customers
Alabama,41562.0,4
Arizona,243472.0,22
Arkansas,53913.0,3
California,1773379.0,172
Colorado,213953.0,22
Connecticut,69682.0,6
Delaware,68546.0,6
District of Columbia,5512.0,1
Florida,360745.0,39
Georgia,106495.0,11
Illinois,400334.0,40
Indiana,106550.0,9
Iowa,10541.0,1
Kansas,34823.0,3
Kentucky,224075.0,18
Louisiana,41282.0,4
Maryland,20461.0,2
Massachusetts,109960.0,11
Michigan,183825.0,16
Minnesota,155964.0,14
Mississippi,56221.0,6
Missouri,51607.0,7
Nevada,9790.0,1
New Hampshire,22321.0,3
New Jersey,154614.0,18
New Mexico,4429.0,1
New York,912182.0,93
North Carolina,248610.0,29
Ohio,444183.0,46
Oklahoma,35230.0,3
Oregon,33962.0,2
Pennsylvania,468630.0,43
Rhode Island,48370.0,4
Tennessee,142246.0,16
Texas,893198.0,82
Utah,42550.0,5
Virginia,199018.0,19
Washington,383758.0,45
Wisconsin,46809.0,5
