segment,month_name,total_sales,total_profit
Corporate,Oct,443931.0,76886.0
Home Office,Jul,295643.0,50993.0
Consumer,Jul,675821.0,118625.0
Corporate,Mar,420155.0,71722.0
Consumer,Nov,663819.0,115226.0
Home Office,Aug,234949.0,40076.0
Consumer,Aug,715993.0,130623.0
Corporate,Aug,392849.0,69305.0
Home Office,Apr,233380.0,41771.0
Consumer,Jun,724773.0,127662.0
Consumer,May,724390.0,128992.0
Home Office,Sep,220817.0,37029.0
Corporate,Jul,386313.0,70456.0
Corporate,Dec,506629.0,92475.0
Corporate,May,433772.0,76080.0
Corporate,Apr,447243.0,76590.0
Home Office,May,281771.0,51764.0
Home Office,Jan,285285.0,51865.0
Home Office,Jun,242683.0,43592.0
Consumer,Sep,724181.0,125537.0
Home Office,Mar,281689.0,46580.0
Consumer,Apr,716961.0,128229.0
Home Office,Nov,262807.0,45790.0
Home Office,Oct,280988.0,49386.0
Consumer,Dec,790812.0,139887.0
Corporate,Nov,478289.0,83296.0
Corporate,Sep,379884.0,66542.0
Corporate,Feb,394936.0,67235.0
Home Office,Feb,235038.0,41849.0
Consumer,Mar,739815.0,129099.0
Consumer,Oct,726002.0,125129.0
Corporate,Jan,477902.0,84619.0
Consumer,Jan,726289.0,133728.0
Corporate,Jun,399277.0,71992.0
Home Office,Dec,265125.0,44813.0
Consumer,Feb,640763.0,113576.0
