category,month,total_sales,total_profit
Furniture,Sep,262948.0,45556.0
Furniture,Oct,228844.0,42062.0
Furniture,Mar,296035.0,51631.0
Office Supplies,Feb,684207.0,120086.0
Technology,Jul,263310.0,47453.0
Office Supplies,Dec,846084.0,150354.0
Furniture,Aug,253585.0,45089.0
Office Supplies,Jul,690062.0,123011.0
Office Supplies,Jun,643672.0,114309.0
Technology,Sep,212047.0,37017.0
Technology,Dec,280523.0,49610.0
Technology,Jun,294318.0,53113.0
Office Supplies,Jan,790060.0,142791.0
Technology,Aug,270547.0,47141.0
Technology,Oct,321304.0,53331.0
Technology,Jan,269546.0,50128.0
Office Supplies,Mar,718679.0,121713.0
Office Supplies,Aug,666287.0,120545.0
Office Supplies,Sep,678048.0,116843.0
Office Supplies,Oct,743834.0,129021.0
Furniture,Nov,247044.0,42116.0
Office Supplies,Nov,681312.0,118088.0
Technology,May,266398.0,45911.0
Furniture,Feb,203858.0,37354.0
Office Supplies,Apr,666749.0,118150.0
Furniture,Jan,244811.0,43337.0
Furniture,Jun,237977.0,42491.0
Technology,Nov,291794.0,51609.0
Technology,Mar,255630.0,45214.0
Technology,Feb,254449.0,42753.0
Furniture,Apr,276411.0,49306.0
Technology,Apr,273949.0,47608.0
Furniture,Dec,263637.0,48304.0
Office Supplies,May,733831.0,130695.0
Furniture,Jul,211530.0,37410.0
Furniture,May,233604.0,43604.0
